,hash_x,text,score_x,cosineSim_x,result_x,negative_ny,distortion,magnitude,category,quote,userid_x,time_x,hash_y,score_y,cosineSim_y,result_y,userid_y,time_y
712,-7.57718e+17,"About to take this bitch home! Can't wait! Selfish, bled for 19 damn days, clogged toilet with her stupid bloody shit and toilet paper that will later have to be un-clogged.... uggh!, broke a fan, twisted Kevin's ankle, and nearly broke several other items. I want the girl gone out of this house and my life!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9212219231997678],0.0,1.0,,4.0,,,98bcd7e7d81d569867b11f4c99f61d78,2010-08-04 11:54:58,-7.58e+17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9212219231997678],0,98bcd7e7d81d569867b11f4c99f61d78,04/08/2010 11:54
713,-1.45897e+18,"The science project is going pretty well, so I'm thinking I might NOT have to stay up until 5 in the morning to finish it. Maybe just 4.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9124032181687386],0.0,2.0,,,,,6446d8555111ee3a45aaf21453bb5bc2,2010-04-18 19:23:45,-1.46e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9124032181687386],0,6446d8555111ee3a45aaf21453bb5bc2,18/04/2010 19:23
714,1.18466e+17,"So according to someone if i was money id be worth nothing, if i was an item no one would want me and i completely fail at life... :// well gee its great to hear that from a family member.","[1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",[0.8940354888893535],0.0,1.0,,4.0,,,7709a321fc70524d52d8b85dda283665,2011-04-08 21:43:30,1.18e+17,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",[0.8940354888893535],0,7709a321fc70524d52d8b85dda283665,08/04/2011 21:43
715,-9.16366e+18,"simply can not find the motivation to get out of this nice, warm, cosy bed. On the plus side, it's friday :)","[1, 1, 1, 1, 5, 1, 1, 1, 1, 1]",[0.9146765018122808],0.0,2.0,,,,,1c1a61d11a10f9fa967f250095792db3,2010-05-14 6:11:48,-9.16e+18,"[1, 1, 1, 1, 5, 1, 1, 1, 1, 1]",[0.9146765018122808],0,1c1a61d11a10f9fa967f250095792db3,14/05/2010 06:11
716,5.9034e+18,omg soo happy. i got a meeting with the waterford veteriariay hospital tomorrow and cant wait to see if i get a inturnship or a job job. yes,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0.8799700060125537],0.0,2.0,,,,,b5e0570319ccd1001134bb7060a676cf,2010-12-07 1:55:11,5.9e+18,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0.8799700060125537],0,b5e0570319ccd1001134bb7060a676cf,07/12/2010 01:55
717,-2.41922e+17,Hey how is cullen? Im working at toyo...i tried to reply the other day but dropped my phone and it wouldnt work after that.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8335417117171039],0.0,2.0,,,,,70508863b817fd43b69b5328a2ee91a0,2010-08-21 14:41:58,-2.42e+17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8335417117171039],0,70508863b817fd43b69b5328a2ee91a0,21/08/2010 14:41
718,-4.03779e+18,I'm gonna regret staying up this late and procrastinating on the history project by researching affirmative action come tomorrow...and we have a concert...even better...,"[5, 5, 1, 1, 1, 1, 1, 3, 1, 0]",[0.8595247869878238],0.0,2.0,,,,,63214b6d679f16d42c1113528eab40b4,2010-02-25 4:54:24,-4.04e+18,"[5, 5, 1, 1, 1, 1, 1, 3, 1, 0]",[0.8595247869878238],0,63214b6d679f16d42c1113528eab40b4,25/02/2010 04:54
719,7.10698e+18,kidney stones suck!! worse pain in my life!! even if you drink a lot of water and to still be blessed with them how lucky can I be?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9219950503218147],0.0,1.0,,5.0,,,21d43a97ca7f51677302135d657bddf7,2011-02-27 10:39:06,7.11e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9219950503218147],0,21d43a97ca7f51677302135d657bddf7,27/02/2011 10:39
720,2.89937e+18,"Still unpacking boxes and trying to find what we need before we need it but failing. We decided to take a break and go to the Catfish Festival. Yum! Completely worth it. I've missed my southern foods; catfish, grits & the BEST sweet tea.","[1, 1, 1, 1, 1, 1, 3, 1, 1, 1]",[0.8923616441827177],0.0,2.0,,,,,b2a89377dd5345b6690ba62f4ecca84e,2010-09-06 0:07:25,2.9e+18,"[1, 1, 1, 1, 1, 1, 3, 1, 1, 1]",[0.8923616441827177],0,b2a89377dd5345b6690ba62f4ecca84e,06/09/2010 00:07
721,7.8281e+18,"wants to just disappear from the world forever and start anew. Tony deserves better, and I know im not one of them. Because of my love for Tony, I became protective which caused too much pain to others including myself...Im really starting to hate myself as each day passes and just wants to disappear forever. I cant stand myself anymore...","[1, 1, 1, 1, 1, 1, 1, 1, 1, 7]",[0.9347838358662146],0.0,1.0,,3.0,,,0db30ddf6bde2bf4a88c377f0cd6047a,2010-08-26 7:27:23,7.83e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 7]",[0.9347838358662146],0,0db30ddf6bde2bf4a88c377f0cd6047a,26/08/2010 07:27
722,4.22638e+18,"Went to the air show today, Ryan had a great time. Getting ready for the last episode of Lost!! I am going to be so sad when its over. :(","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8895626054507216],0.0,1.0,,1.0,,,43c23fca08e5c0b06069d50e7f9c4fe8,2010-05-24 1:37:00,4.23e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8895626054507216],0,43c23fca08e5c0b06069d50e7f9c4fe8,24/05/2010 01:37
723,4.33905e+18,"Its time to get your party on with Ardale, Daryl, Diego, Steven &  Billy as we rock jam night at Clubhouse 66. Bring your dancing shoes,  & your instrument of choice & rock out with Electric Sol!  Thursday, September 23rd. Tell yo daddy, yo momma, yo brother &  sister, even yo pets(pets are not allowed inside of Clubhouse 66). It's  On & Live!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9460692845074055],0.0,2.0,,,,,b1d81edc5519d124b6b04f60a4873313,2010-09-12 0:57:08,4.34e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9460692845074055],0,b1d81edc5519d124b6b04f60a4873313,12/09/2010 00:57
724,3.28288e+18,You think you know me but hey your just talk and wat 1st impression is important not exactly is like something you would say like you look at an ugly car but wats on the inside do you know tat .. YOU MAKE ME LAUGH BUT I JUST THINK ITS 2 PATHETIC 2 laugh ouh well ill laugh it out anyway hahahhahahahhahahahahahahah,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9350147891530067],0.0,2.0,,,,,d42f4945517c45eb2ba65aad271b0fd9,2010-12-01 20:12:53,3.28e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9350147891530067],0,d42f4945517c45eb2ba65aad271b0fd9,01/12/2010 20:12
725,-2.06275e+18,11 years ago today who would of thought it would go this quick rip craig u wont ever be forgotton xxxx,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8389789739300784],0.0,2.0,,,,,90f336a010f8295e2cf7198226c5d642,2010-01-01 19:53:24,-2.06e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8389789739300784],0,90f336a010f8295e2cf7198226c5d642,01/01/2010 19:53
726,-5.32044e+18,"We're the middle children of history. No purpose or place. We have no Great War. No Great Depression. Our Great War's a spiritual war... our Great Depression is our lives. We've all been raised on television to believe that one day we'd all be millionaires, and movie gods, and rock stars. But we won't. And we're slowly learning that fact. And we're very, very pissed off.","[2, 5, 2, 3, 9, 1, 1, 1, 0, 0]",[0.9715414183905096],1.0,2.0,,,,,55a72284594fdda49b22a6610b9b91d6,2010-01-12 6:20:05,-5.32e+18,"[2, 5, 2, 3, 9, 1, 1, 1, 0, 0]",[0.9715414183905096],1,55a72284594fdda49b22a6610b9b91d6,12/01/2010 06:20
727,-2.48527e+18,"You do not need to be loved, not at the cost of yourself. The single relationship that is truly central and crucial in a life is the relationship to the self. Of all the people you will know in a lifetime, you are the only one you will never lose","[3, 5, 5, 5, 5, 5, 5, 5, 3, 3]",[0.9707450251716974],1.0,1.0,,2.0,,1,a9d1d5c0957510a4a1af904bfac68916,2010-06-02 1:43:39,-2.49e+18,"[3, 5, 5, 5, 5, 5, 5, 5, 3, 3]",[0.9707450251716974],1,a9d1d5c0957510a4a1af904bfac68916,02/06/2010 01:43
728,-4.81904e+18,"The great gift of Easter is hope - Christian hope which makes us have that confidence in God, in his ultimate triumph, and in his goodness and love, which nothing can shake. - Basil C. Hume.","[4, 1, 1, 5, 1, 1, 1, 3, 6, 7]",[0.9847711458171241],1.0,2.0,,,,,bf45ea766695c09187b2d67d0fe6da3f,2011-04-24 8:17:54,-4.82e+18,"[4, 1, 1, 5, 1, 1, 1, 3, 6, 7]",[0.9847711458171241],1,bf45ea766695c09187b2d67d0fe6da3f,24/04/2011 08:17
729,3.39773e+18,"if skype and facebook came together that would be SO awesome, but i agree with the people on the news, it would be nearly impossible to monitor for cyber bullying, i believe we could if we create some sort of good virus that can understand and analyze human behavior, and could delete or deactivate the account temporally if somethings up.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8678807668122371],0.0,2.0,,,,,a8b2c778af65ca2c46306554f338cacb,2010-10-03 22:32:50,3.4e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8678807668122371],0,a8b2c778af65ca2c46306554f338cacb,03/10/2010 22:32
730,-8.98726e+18,"According to Greek mythology, humans were originally created with 4 arms, 4 legs and a head with two faces. Fearing their power, Zeus split them into two separate parts, condemning them to spend their lives in search of their other halves.","[1, 1, 2, 1, 1, 1, 3, 1, 1, 0]",[0.971781969939084],1.0,2.0,,,,,4908adae6cf09defb838925defcc5e61,2011-01-16 20:15:21,-8.99e+18,"[1, 1, 2, 1, 1, 1, 3, 1, 1, 0]",[0.971781969939084],1,4908adae6cf09defb838925defcc5e61,16/01/2011 20:15
731,2.39844e+18,"This just in! - The Nobel Prize in Biology has been awarded to Fumiaki Taguchi, Song Guofu and Zhang Guanglei of Kitasato University Graduate School of Medical Sciences in Sagamihara, Japan, for demonstrating that kitchen refuse can be reduced more than 90% in mass by using bacteria extracted from the feces of giant pandas.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.968614264252891],0.0,2.0,,,,,1d47deef1044f23adae24374bab52539,2009-10-09 19:40:25,2.4e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.968614264252891],0,1d47deef1044f23adae24374bab52539,09/10/2009 19:40
732,-7.75906e+18,"Ugg I hate that stupid /BFF Quiz thingy! i shall get even with it! i don't know how but i will!""","[1, 1, 1, 1, 1, 3, 1, 5, 1, 0]",[0.88553903293924],0.0,1.0,,3.0,,,e64e1f0c0bbd741df64f4fafda38cad4,2010-04-29 2:20:47,-7.76e+18,"[1, 1, 1, 1, 1, 3, 1, 5, 1, 0]",[0.88553903293924],0,e64e1f0c0bbd741df64f4fafda38cad4,29/04/2010 02:20
733,7.81651e+18,"I did not post any question on anyone's page. If you recieve notification (there's at least twenty of you) it's a stupid bug, if you enter it, you'll send it to others. That's what happened. (Now I'm thinking I've just convinced you to check it out, just","[1, 1, 1, 1, 1, 1, 1, 1, 7, 1]",[0.9041152514083591],0.0,2.0,,,,,8a1c6e4eb35abbf1ae252628fca46cdb,2009-07-10 20:10:20,7.82e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 7, 1]",[0.9041152514083591],0,8a1c6e4eb35abbf1ae252628fca46cdb,10/07/2009 20:10
734,2.39785e+18,The pain has subsided. I am now just ready to continue as a friend. I am willing to be a friend if she is willing to be my friend. Tomorrow is my birthday. I am going to be 18 years old. I feel like I am 30. lol. But all well. I am going to move on and just see where life takes me. I always do. And I will never stop moving.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8901694769534222],0.0,2.0,,,,,c70b15854118907c8f0a234e2ba44bbc,2009-11-17 23:57:26,2.4e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8901694769534222],0,c70b15854118907c8f0a234e2ba44bbc,17/11/2009 23:57
735,4.43552e+18,"Holy shit if you're just going to keep deactivating and reactivating your account, just freaking deactivate it already coz it's mother-effing annoying!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8067131373241035],0.0,1.0,,3.0,,,f8249493f16a1370dd53a36a51ffe010,2011-04-18 12:48:49,4.44e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8067131373241035],0,f8249493f16a1370dd53a36a51ffe010,18/04/2011 12:48
736,-2.61832e+18,Today I don't feel like doing anything.  I just wanna lay on my bed.  -Lazy Song by Bruno Mars,"[1, 1, 1, 5, 1, 3, 3, 3, 3, 0]",[0.9400894971537186],0.0,1.0,,1.0,,,db7f1b0130b2138e13b7bbca9cc63823,2011-03-11 9:44:13,-2.62e+18,"[1, 1, 1, 5, 1, 3, 3, 3, 3, 0]",[0.9400894971537186],0,db7f1b0130b2138e13b7bbca9cc63823,11/03/2011 09:44
737,6.22001e+18,Just got home from a review... Sir VillaEsther ang galing galing tlga! Dami technique natutunan sa Math! Hehe Enjoy na enjoy ang review... :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9163185945925914],0.0,2.0,,,,,24101221320ffc7b3f48df5483596458,2011-06-18 10:45:17,6.22e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9163185945925914],0,24101221320ffc7b3f48df5483596458,18/06/2011 10:45
738,1.09904e+18,"like my status and I'll tell you what movie character you remind me of (if you like, you must copy&paste this as your own status.)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8614819295492271],0.0,2.0,,,,,5b95e89b1977edb9d2c5019c2fdf0adf,2011-03-12 15:01:59,1.1e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8614819295492271],0,5b95e89b1977edb9d2c5019c2fdf0adf,12/03/2011 15:01
739,5.49417e+18,"/THE ECONOMY IS SO BAD THAT I got a pre-declined credit card in the mail. Wives are having sex with their husbands because they can no longer afford batteries. Exxon-Mobil laid off 25 Congressmen. I bought a toaster oven and my free gift was a bank. Angelina Jolie adopted a child from America. Motel Six won't leave the light on anymore. A picture is now only worth 200 words./"" ~Mike Jordan""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9788054205620685],0.0,2.0,,,,,67207f4a005815aa28c2134f6a68fb05,2011-01-27 21:15:51,5.49e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9788054205620685],0,67207f4a005815aa28c2134f6a68fb05,27/01/2011 21:15
740,6.29618e+18,"I am SO burnt out. The past few weeks feel like the longest ever. I need a marathon bath, 36 hours in my pajamas, and some really good hugs from special friend. Ooo ooo...and a giant plate of fresh fruit, a jug of apple juice, a foot massage, a hand massage, new slippers, and a puppy dog.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9006142744162121],0.0,1.0,,4.0,,,10f7981547a33d36f72a77b261ca9807,2010-08-09 7:06:32,6.3e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9006142744162121],0,10f7981547a33d36f72a77b261ca9807,09/08/2010 07:06
741,1.06769e+17,oh now feel it comin' back again  like a rollin' thunder chasing the wind  forces pullin' from the center of the earth again  I can feel it.,"[1, 5, 3, 1, 9, 5, 1, 1, 0, 0]",[0.9700079995076708],1.0,2.0,,,,,70508863b817fd43b69b5328a2ee91a0,2010-12-29 21:04:24,1.07e+17,"[1, 5, 3, 1, 9, 5, 1, 1, 0, 0]",[0.9700079995076708],1,70508863b817fd43b69b5328a2ee91a0,29/12/2010 21:04
742,-3.76344e+17,I GOT A NEW LAPTOP! I GOT A NEW LAPTOP! I GOT A NEW LAPTOP! I GOT A NEW LAPTOP!!!! :D,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6669481679094408],0.0,2.0,,,,,5c31d7d80e78643cd5289acec0561d77,2011-06-10 21:49:01,-3.76e+17,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6669481679094408],0,5c31d7d80e78643cd5289acec0561d77,10/06/2011 21:49
743,8.99555e+17,"press up up down down left right left right b a enter while on this page then scroll up down, it's freaky :P","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8192368275628161],0.0,2.0,,,,,57a666c556f20ffe9351e6ffe803a774,2009-11-13 17:16:31,9e+17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8192368275628161],0,57a666c556f20ffe9351e6ffe803a774,13/11/2009 17:16
744,-2.16875e+16,"Sometimes, all you gotta do is believe.  Sometimes, when the world seems to be crumbling, all you gotta do is keep dreaming.  Sometimes, when everything is going the wrong way, all you gotta do is smile.  Sometimes, when no one believes, all you gotta do is believe.   You'd be surprised by the amount of people who ignores this. Believe.","[3, 5, 5, 3, 5, 1, 4, 1, 0, 0]",[0.8935695923336562],1.0,1.0,,3.0,,1,0724fe854bd455061ba84efecdeff469,2011-03-23 4:12:28,-2.17e+16,"[3, 5, 5, 3, 5, 1, 4, 1, 0, 0]",[0.8935695923336562],1,0724fe854bd455061ba84efecdeff469,23/03/2011 04:12
745,2.51023e+18,Interview went well....now i just have to wait a couple days to see if i nailed it. Praise God for giving me this opportunity. And please pray i get the job :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8965024447437366],0.0,2.0,,,,,04a3601e8b319f740167723a58c488e7,2009-08-21 22:24:06,2.51e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8965024447437366],0,04a3601e8b319f740167723a58c488e7,21/08/2009 22:24
746,5.04901e+18,"Funny of day: What to do next time you're in Wal-Mart! Take shopping carts for the express purpose of filling them and stranding them at strategic locations. Challenge other customers to duels with tubes of gift wrap. Re-dress the mannequins as you see fit. Walk up to an employee and tell him in an official tone, /I think we've got a Code 3 in Housewares","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9665715217456218],1.0,2.0,,,,,e781a52c4b2c384323c5c743472791d4,2010-10-22 14:06:59,5.05e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9665715217456218],1,e781a52c4b2c384323c5c743472791d4,22/10/2010 14:06
747,6.1333e+18,"Well, I finally got an email from Facebook about why my old account was deactivated. They said that one of my 'friends' reported me for posting 'annoying' videos to Colin's page on April 9th (mine & Colin's anniversary. Remember all those sappy love song videos?). Wasn't that just so sweet of someone? (<---yeah, that's sarcasm)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.89814480973214],0.0,1.0,,3.0,,,b2a89377dd5345b6690ba62f4ecca84e,2010-08-18 18:35:34,6.13e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.89814480973214],0,b2a89377dd5345b6690ba62f4ecca84e,18/08/2010 18:35
748,3.69994e+16,Sitting by my Grandma's bed as she sleeps and thinking of all the memories we have together. She's my hero today and always.,"[1, 1, 5, 1, 1, 1, 1, 1, 1, 0]",[0.8468280704555731],0.0,2.0,,,,,f5fb82dcec93d706b05d47ab7d12d390,2011-01-29 21:41:35,3.7e+16,"[1, 1, 5, 1, 1, 1, 1, 1, 1, 0]",[0.8468280704555731],0,f5fb82dcec93d706b05d47ab7d12d390,29/01/2011 21:41
749,-5.3637e+18,why is there a limit on tagging? its sad that i had to wrirte the same note 4 times just to get my point across but hey - at least my point is across hahaha,"[1, 1, 1, 1, 1, 1, 1, 1, 5, 3]",[0.9117061629769547],0.0,2.0,,,,,4b1c871ad361b9110af86edd61511c8f,2010-05-23 1:36:10,-5.36e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 5, 3]",[0.9117061629769547],0,4b1c871ad361b9110af86edd61511c8f,23/05/2010 01:36
750,6.45054e+18,Can't wait!!!! I'm going to the first ever 3-D dance club on the east coast: CLUB VAIN!!!!! so ready for it :),"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",[0.9178289433288902],0.0,2.0,,,,,23cbbe03a89344129e1a6d8419a66d23,2010-11-20 20:23:32,6.45e+18,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",[0.9178289433288902],0,23cbbe03a89344129e1a6d8419a66d23,20/11/2010 20:23
751,1.18719e+18,Man that was one juicy freakin nectarine. I'm talkin really...really...juicy. Easily the juiciest one I ever had! (and that's not a metaphor you sick people),"[5, 5, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8263032619036815],0.0,2.0,,,,,b98b995372448f015357638c8eb6add1,2010-06-14 16:53:03,1.19e+18,"[5, 5, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8263032619036815],0,b98b995372448f015357638c8eb6add1,14/06/2010 16:53
752,2.64093e+18,"I just don't feel like caring today, I just feel like burying myself in my shell and not coming out until I'm ready to act tough and deal with the world. I just want to be by myself and hide away, where I can wear my emotions on my sleeves and I don't have to worry about being happy for everyone else.","[1, 1, 1, 1, 1, 5, 1, 1, 1, 1]",[0.9331754408563314],0.0,1.0,1.0,4.0,inability to disconfirm: I have to be happy for everyone,,e3be456ec1669b09dbee516fb60ee0d2,2011-04-29 11:12:43,2.64e+18,"[1, 1, 1, 1, 1, 5, 1, 1, 1, 1]",[0.9331754408563314],0,e3be456ec1669b09dbee516fb60ee0d2,29/04/2011 11:12
753,6.31629e+18,"I feel good about this. Now I have a chance to feel what most people around me do. I finally feel like I have a shot at true happiness. Tim, let's do this thing, honey!","[3, 3, 5, 5, 1, 5, 1, 1, 5, 1]",[0.9272113137839298],1.0,2.0,,,,,da46912e112f9a24f30107aa2bdc202d,2010-05-03 12:51:20,6.32e+18,"[3, 3, 5, 5, 1, 5, 1, 1, 5, 1]",[0.9272113137839298],1,da46912e112f9a24f30107aa2bdc202d,03/05/2010 12:51
754,1.17832e+17,"ah, the first time i read Absolute Boyfriend i cried at the end and an hour afterwards. I fell asleep at 6 in the morning and for the rest of the day my eyes were red. xD pathetic haha","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9257910188118627],0.0,1.0,,2.0,,,9f4e1668b6f0b03c3cc60961b38c4769,2010-07-03 10:16:13,1.18e+17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9257910188118627],0,9f4e1668b6f0b03c3cc60961b38c4769,03/07/2010 10:16
755,-5.07517e+18,"As I'm cleaning up the mess people left in the lab: *picks up an empty bottle* MAN1: Oh, that's mine. ME: OK, are you going to throw it out? MAN2: Oh, did you want it? Do you want it? ME: Yes, I really want an empty bottle because I like garbage. *walks away* ME: *loudly* Fucking dumbass.","[7, 1, 1, 1, 1, 1, 1, 1, 3, 1]",[0.8909086197324518],0.0,1.0,,2.0,,,6328f0fb3d9e4d1277446663f93482cc,2011-03-25 21:53:39,-5.08e+18,"[7, 1, 1, 1, 1, 1, 1, 1, 3, 1]",[0.8909086197324518],0,6328f0fb3d9e4d1277446663f93482cc,25/03/2011 21:53
756,-2.90652e+18,when i want to let people know what i am up to i tweet. In all other cases. Facebook it is,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8053611619437803],0.0,2.0,,,,,077243dfd4750094bde7eb01e5cfcb42,2010-05-07 7:23:08,-2.91e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8053611619437803],0,077243dfd4750094bde7eb01e5cfcb42,07/05/2010 07:23
757,-3.48266e+18,"if I've done something you don't like in the past couple weeks, I'm sorry. I'm not just apologizing so you'll like me. I actually mean it.","[1, 1, 1, 1, 1, 1, 5, 1, 1, 1]",[0.9192658988130893],0.0,1.0,,2.0,,,4c4c4d5183d8541f100526a6aaaf0e43,2010-09-29 22:39:00,-3.48e+18,"[1, 1, 1, 1, 1, 1, 5, 1, 1, 1]",[0.9192658988130893],0,4c4c4d5183d8541f100526a6aaaf0e43,29/09/2010 22:39
758,7.14404e+18,"Lemme make d question clearer 4 some. Who u want 2 make love 2 tonight if ya gonna die 2morrow. Be real, eh. Ladies...who it gonna b 4 u? If it ain't with da person u wit, u wit da wrong person.","[3, 5, 5, 1, 1, 1, 1, 1, 3, 0]",[0.8365442891496991],0.0,2.0,,,,,d7a7f477a7d4a75a9fc33d4326078d28,2011-06-25 21:35:16,7.14e+18,"[3, 5, 5, 1, 1, 1, 1, 1, 3, 0]",[0.8365442891496991],0,d7a7f477a7d4a75a9fc33d4326078d28,25/06/2011 21:35
759,4.68826e+18,"Thony Drew the cutest little picture of me XD, I love her, and chelsea, my little buddies, they make me feel like a big sister, If anyone was hurting them, I'd gladly take care of it. :) I love you guys!!","[3, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9052816857199768],0.0,2.0,,,,,ff7d6f0f87eb76e53dffbc4082367843,2010-11-03 1:24:28,4.69e+18,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9052816857199768],0,ff7d6f0f87eb76e53dffbc4082367843,03/11/2010 01:24
760,-7.11744e+18,"Just completed my entrance exam for biology...50 multiple choice questions in 60 minutes....followed by 10 essays questions in 90 minutes...yes, that was 10 ESSAY questions in 90 minutes. Really abstract biology concepts too. At least the stress is gone....but my brain is jello.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.89620000634328],0.0,1.0,,2.0,,,5a80a71753cd24c93a357266855d13ef,2011-07-15 20:39:08,-7.12e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.89620000634328],0,5a80a71753cd24c93a357266855d13ef,15/07/2011 20:39
761,3.75619e+18,"52 - I didnt really know you in school, i think you didnt like me then, but since then we've talked a bit and you seem nice, but we should talk more.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8673152463580268],0.0,3.0,,,,,4908adae6cf09defb838925defcc5e61,2010-12-10 0:05:58,3.76e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8673152463580268],0,4908adae6cf09defb838925defcc5e61,10/12/2010 00:05
762,-8.24806e+17,"liked winter better, when the riffraff stayed inside. And it was quiet -except for the sirens and the car alarms. And litter was hidden under snow. Oh Elliot Park, we have grown apart.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8044987554551621],0.0,2.0,,,,,d880607faa629375d719a38a9f128010,2010-04-01 3:25:24,-8.25e+17,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8044987554551621],0,d880607faa629375d719a38a9f128010,01/04/2010 03:25
763,-5.67687e+18,YES! THE STREAM WORKS! So glad I'm getting to watch the last one. The best part of it all? I get all the songs they're recording now on the membership kit :D Thank you Daddyyyyyyy! Gary Fuller,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9084164841870142],0.0,2.0,,,,,4c4c4d5183d8541f100526a6aaaf0e43,2011-02-20 2:33:10,-5.68e+18,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9084164841870142],0,4c4c4d5183d8541f100526a6aaaf0e43,20/02/2011 02:33
764,-8.73038e+18,"Alright, I need to write a paper sometime this weekend and I require help. I am to interview someone from a different /culture/"" than myself. I think that just means you have to have some major differences","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.902308071418811],0.0,2.0,,,,,58be66b7151c0bd9e729abbcbbd1848f,2010-09-10 13:15:53,-8.73e+18,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.902308071418811],0,58be66b7151c0bd9e729abbcbbd1848f,10/09/2010 13:15
