text,negative_ny,distortion,magnitude,category,quote,userid,time
"helped send another 100 cars through McDonalds drive thru in an hour again today. Now, how many ppl can you feed in an hour?",2,,,,,ce4c7f674c9eaa89dcb35fa53a4d27bb,2011-02-03 18:15:05
"Stephen, today youd be 25.... I cant believe it. Youve been gone almost 8 years and it still feels like yesterday that you were coming home from the hospital as a little baby! I miss you unbelievably!! Happy Birthday to you! I hope Heaven is throwing you a party! <3",1,,3,,,bf45ea766695c09187b2d67d0fe6da3f,2010-06-30 18:52:05
Ingrid Ch: Innocence being tainted & ULTIMATE ASIAN  Lisa Cheung: Someone I don't wanna punch 8D  Joy ?? Jeon: ULTIMATE KPOP ASIAN  Brandon Tuttle: Older brother type  Kyle Petty: Spazzy kid across the street... -.-  Jennifer Choi: Spazzy K-pop2PMYaoiJayParkFan,2,,,,,2a9b90b41e9399bb331fef2582f657c3,2010-09-16 3:27:44
"Downloading 'Last Chaos', which is something I really want to play. The only problem is that it requires a broadband connection and DirectX 11; both of which I do not have. But I'm going to see if I can force it. >:P",2,,,,,67207f4a005815aa28c2134f6a68fb05,2009-12-20 12:55:37
"is not trying to be a nuisance. He just thinks we, as Christians, can do better than this. That's simply his two cents. ...You can take it or leave it.",2,,,,,f240c4711bb126e675c5243a218e8020,2009-11-21 4:37:12
"Can you say 'Peter Piper picked a peck of pickled pepper, a peck of pickled pepper Peter Piper picked. If Peter Piper picked a peck of pickled pepper, wheres the peck of pickled pepper Peter Piper picked' fast?",2,,,,,8c393982479748c5a53acaa7a3717c71,2009-09-03 0:15:42
"HACKERS~ARE BACK.!. WARNING .. THEY WILL BLOW UP YOUR HARD DRIVE .. ATTENTION! DO NOT ACCEPT FRIEND REQUEST BY FABIENNE RESCH AKA;FabianBerneder,& Fabian Eder Bern, MATTHIAS DANNENBERG AKA;Matthias Damberger,MARIO SUMMER AKA;MarioSommer, ROLAND DRYER, FRANKBECKER,GREG ..........DEVIANT,CHRISTOPHER  BUTTERFIELD,JENNIFER C...HRISTINA S...MITH & ROWAND BRADOSTY ! THEY  DESTROY EVERYTHING ! ! ! ... PLEASE COPY AND PASTE",1,,3,,,58aeedcac9dc99dbee7dec3428b9ec32,2010-11-17 6:36:52
"Life is meaningless only if we allow it to be. Each of us has the power  to give life meaning, to make our time and our bodies and our words into  instruments of love and hope.",2,,,,,51204d8dc77b003b52ede048ce11de1a,2010-06-22 1:33:54
MAN...I'M A BIT FREAKED OUT! HOW CAN I BEND MY FINGERS BACK SO I CAN TOUCH MY WRIST? THOUGHT THAT TOOK LOADS AND LOADS OF PRACTICE AND I HARDLY EVER DO IT! 1 WORD...CREEPY! I MEAN I ALWAYS KNEW I WAS FLEXIBLE BUT NOT THAT FLEXIBLE!,1,,2,,,a7a3af125074cb806a200f51ea7e10bf,2010-08-19 18:07:42
"Once you agree upon the price you and your family must pay for success, it enables you to ignore the minor hurts, the opponent's pressure, and the temporary failures.-- Vince Lombardi",2,,,,1,9504dafaba40702cd047f94871b6af59,2010-10-07 4:23:19
2//2 ng 2 help u. U r alone in the world. Do it urself. U got urself in the mess-get urself out. Seems bout right to me.,2,,,,,19086fa4d04d7203f0b7702f0a76de45,2011-04-04 12:24:35
How long how long will I slide//Separate my side I don't//I don't believe it's bad//Slit my throat//It's all I ever--Thank you Chloe' Woggon for getting this stuck in my head.,2,,,,,cef02b911426facbb08a03e3af146a9c,2009-10-12 18:50:37
Happy Birthday Mommy!!!!!My 2nd And True Love.....Thank God I Have You For A Mom And I Sooooo Appreciate You...Even Tho I'm Sure Feel Sometimes Otherwise......I'm Still Learning Not To Take Advantage Of The Ppl We Love Because They Wont Be Here Forever......N Other Wordz LOVE YOU!!!!!!,2,,,,,357fbfc2277b866d8a997ecab062cbc9,2011-04-07 13:20:49
F F F F F F Friday!!!!! thank f f f f f f f f f f f f Goodness for that!!!!!,2,,,,,7e450a79b8bacd420727a5dd9305f8d8,2011-01-21 8:03:24
"/All propaganda has to be popular and has to accommodate itself to the comprehension of the least intelligent of those whom it seeks to reach. /""""",2,,,,,18777be6f07a938f5e4525eeb77dfdb2,2011-05-23 23:09:33
"/I'm not going to give the device to Isobel so she can give it to John who's going to turn around and kill me... I like being a living dead person/"" xD""",2,,,,,216924ec52555944d3d64c52390b359f,2010-11-21 3:52:27
"I'm really glad that when my brother comes up with his great ideas he leaves me out of them and talks his friends into it instead, can't help laughing till I cry with them some times.",2,,,,,e3be456ec1669b09dbee516fb60ee0d2,2010-04-01 8:25:11
"sometimes, no matter how much i someone ,  it's still wiser not to have that person back again,...  less tears,  less pain,  much better..=)   gudnyt...:)",1,,3,,,c675c67b500fbfafe909c094edb89c32,2010-09-21 13:57:41
"really being hit hard by what going on in Japan today, can't believe they may still face more disaster. Wanting to help whatever way I can, and wishing that wasn't so limited. keep praying guys",2,,,,,15075396da708df0842101d8613d7867,2011-03-14 16:16:18
"I love you, thesaurus. Without you, life has no big words. Without you, english would be piled with crap. Without you, I wouldn't understand shit. Marry me?",2,,,,,f8249493f16a1370dd53a36a51ffe010,2011-02-07 10:32:04
I hate waiting for people. Especially when the exact opposite of what you were waiting for happens.  FML.  Time to move on //:,1,,4,,,855f69267caba188c45901861dd0c639,2010-10-05 0:30:15
lol ronnie in eastenders in the police cells... Since when do they have pillows to rest your head on in the cells?? haha.,2,,,,,0e8f270a9b126c3839044391deb1d4e2,2011-04-18 19:27:19
"Right now there in a'bad comedy of errors is going on,I'have to go in my class so,please somebody inform me about result of the match.",2,,,,,2b03fed6689963629bed97bfd4d594cc,2011-03-24 16:01:27
"*WAUW! last night I was really bleeding from the inside...when I wake up this morning, my hand, my pillow, and my bed were all under blood...I went straight to the bathroom and began to spit...I looked and said to my self...hmmm it's red XD*",1,,3,,,4ce9def8e9be3c42ebb9833c9d0c47c3,2011-06-03 9:45:04
"you know, i skipped all of presentation when i was in PTE. and now, i have to do a presentation for my PHASE TEST. nicee ~~ skip, fail lah jawapannya.",2,,,,,f45983bb2f8cef58cf64073b18c76172,2011-02-22 4:39:20
"Dislikes when life is black & white. Either everything is great, or everything sucks. Why does the happy-medium seem so rare? Freakin makes me mad >:(",1,1,3,Dichotomous thinking,,04a3601e8b319f740167723a58c488e7,2010-05-28 0:31:26
i'm single. i'm done fighting for someone who doesnt care for me the last 3 weeks. accuse me. i'm done. i'm walking. i shouldnt be waiting for something thats not going to happen. my heart isnt a toy to fuck with. go play with some ones else. mary chrstmas to me in like 3 days.,1,,5,,,b5e0570319ccd1001134bb7060a676cf,2010-12-23 2:38:46
"3 Straight Days of watching Criminal Minds on Tudo...  Now I see serial killers everywhere I look! My Gods, I know it's not good for my mental health but I can't help but watch this damn show! XD",2,,,,,304d646220f520d984d2742b36cff1de,2010-12-29 3:05:33
"Me: If aliens are real, I hope they eat you. Not just harvest your organs, but EAT you.  Grams: You drank my coffee this morning didn't you?  Me: ........ YOU'LL NEVER TAKE ME ALIVE!!! >:D",2,,,,,6262f9ea246e00408561aa9a73c49175,2011-04-04 20:10:52
"Life is a waste of time, time is a waste of life, get wasted all the time and you'll have the time of your life!",2,,,,,5b73fda4dc899e8b97fa3d72f2dd7ae5,2011-05-12 15:43:05
"had a really epic night with Jazzle Tabbs, Matthew Stringfellow, Nathan Griffiths, Simon James, and Wayne Cousins~ :D Love you all muchly! <3",2,,,,,eaeabcfe25866f0455d349bae2450d88,2010-09-26 10:58:59
I'm tempted to set my alarm for 12:03 to cherish my last minute as a 13-year-old.. but why would I do that? YAY FOR NOT BEING 13 ANYMORE! ... almost. GOOGNIGHT.,2,,,,,79f33b896538f4548d334ef5a4f208ce,2009-09-16 4:50:38
"Time pays us but with earth & dust, and a dark, silent grave.  Remember, my child: Without innocence the cross is only iron,  hope is only an illusion & Ocean Soul's nothing but a name...  The Child bless thee & keep thee forever",2,,,,,d4c98fcaa23c3da6a9cb4297e9574ae9,2010-10-20 1:22:42
ladies and gentleman please answer this honestly everyone do you think i am a scum bag and why or why not,1,,2,,,43ede36bd814501aec0b33b56ec57828,2010-12-07 0:04:18
"has spotify because I was patient and good and waited I'm allowed 20 hrs every month because I'm good and nice and spotify loves me for being me, but would love me more if I paid apparently",2,,,,,2549774d68d7ccbcba069afb45c7e237,2010-05-26 18:44:25
"Damnit man, my phone is literally a piece of crap! |=  I most definantly need a new one as soon as possible!?",1,,3,,,d3573c54e28c43feaf05c1058a8fc897,2011-09-21 4:36:31
Ok I guess I don't really hate the fb changes. But c'mon...what was wrong with the layout before? Time to have a talk with Mr. Z...,1,,1,,,e781a52c4b2c384323c5c743472791d4,2011-09-21 16:04:27
"You can have a skittle, a mento, or a sweet tart.   It ain't no riddle, you don't need an id card.   It's not illegal, it might give you some cavities.   It's kind of little, I'll take a handful if you please.",2,,,,,201ea0a9eed083375aa3f6842c171bf3,2010-12-03 0:31:49
I jumped on a noodle in line at the bank because Im sexy and I do what i want....dont ask haha xxx,2,,,,,37dc41c2fb88c226997850730b7fee11,2010-01-13 18:37:28
"Taking a break from noveling to start dinner! Currently at 22,119 words. So far my favorite character to write for is Kennin, the main female's guardian. He's come out so whiny, haha. Also, my new profile pic is super amazing, look at it and be awed.",2,,,,,a4a6525085ec9c8c72d5f2fc7eee7f6c,2010-11-10 0:24:58
"Some cheat day. I'm the one who got cheated. Ugh. I earned my sleep today. That being said, Kyle Brown is the best driver in the world. Lol",2,,,,,223dbfbc2451d4ffaf244cc1e6c3abbb,2011-02-02 2:47:06
"So apparently some people think I don't talk very much on facebook, (or in real life, but I know that's true)..",1,,1,,,7710e2148fd05e5ca145db66dcc010fa,2010-11-21 1:48:53
I'm such a lucky gal. I have mega awesome friends that always help me in my times of need. thanks guys,2,,,,,7175a46eaf9d0a6e00c562bfaa614360,2011-06-14 22:13:28
"In celebration of Valentine's Day, post a picture of you and your significant other as your profile pic for the next week. If you have one, post a wedding pic. Post this as a status update and leave a comment stating how long you've beentogether!??",2,,,,,a2e53d1202cefa07d7b29f8283a4c7b4,2010-02-13 1:38:28
Pussied out on the smoking thing.Maybe Ill be better tomorrow.I'm so sick of bein sick.Well paper route soon then bed.Don't bother txtin.I'm turnin off the celli until I can smoke again.,2,,3,,,87c27c042e2a8eb2c1ac6368aa7643a4,2011-01-28 6:20:47
We say yeah // with fists flying up in the air  Like we're holding onto something that's invisible there  'Cause we're living at the mercy of the pain and fear  Until we dead it // forget it // let it all disappear,2,,,,,f2de1407c8147de7052cf378db746e0a,2011-03-13 19:45:49
"┬ôWhen you do nothing, you feel overwhelmed and powerless. But when you get involved, you feel the sense of hope and accomplishment that comes from knowing you are working to make things better.┬ö ~ Unknown",2,,,,,601f343a14622332a92b593a459de56c,2010-08-16 16:12:48
"There's only artificial light here. My flaws hide well here. I used to be afraid of cluttered noises. Now, I'm afraid of silence. Fill this space, idle words. I'm scared to death of light and silence. Jesus, kill me inside this. Raise me up to live again like You did. Like You did. -Flyleaf, /In the Dark/""""",1,,3,,1,cea00424ced413c108d878b1a14f3316,2010-06-22 5:47:55
"went sleddin with nathan, josh, Frederica -Freddy Steenburg Chakhachiro, Krista Rosina, Joanne Rosina, Dennis Deason, Melissa Pryszmant, josh, n nathan 2day=P haha it was krazi. =)))",2,,,,,97f81977a2a65e27bfc41ff2e3f6591e,2009-12-22 21:12:42
"6-I LOVE YOU TOO, you know this :] but hey, I'm going out to lunch on saturday for my birthday.  I want you there :]",2,,,,,e881315175871ca9acafb84c422c5a91,2010-12-08 2:51:22
"/The steadfast love of the Lord never ceases; His mercies never come to an end; they are new every morning; great is Your faithfulness./"" Lam 3:22-23""",2,,,,,fa69c3f763679900202613ada8fbb68b,2010-11-25 16:13:46
"Rain, come down, and fall forever Drain, the dirt, into the wasteland Pray, for sound, to quiet the howling Feel, no shame, too brave Feel, afraid, to wait forever Kneel, to fade, the day's corrosion Crawl, depart, towards perdition Gray, the part, the bruise within you Feel, no shame, too brave Feel, afraid, to wait forever Forever Feel, no shame, too brave Feel, afraid, to wait forever",2,,,,,46f530b1841262656c27620a20257993,2010-02-26 23:43:48
"Oh give me a meal, where the potatoes peel, where the beer and the canteloupe play... anybody got suggestions for the rest??",2,,,,,fbd681e79ebca2cd9509218403f23ec6,2010-09-26 19:32:13
"Dexter Ford's /Rap Concerto No. 1/"" is well underway.   (modeled after a structure by classical composer Shostakovich in his 1st Cello Concerto as well as fictional rap artist Thugnificent's /""Booty Butt Cheeks/""",2,,,,,3cc0db55763257a91f1947ed77d8aac5,2010-07-29 5:45:53
/The  most intelligent people disguise the fact that they are intelligent.  Wise men do not wear nametags. The more people talk about their own  skills,2,,,,,51ad38195cad45484da4149858e4f1b5,2010-07-28 15:23:55
Nice evening- dinner catching up with a school friend and killed sometime at hell aka Wal-Mart :P I'm ready for St Patty's Day!!,2,,,,,29cda473b52e1c75fbfe958ed3aec565,2010-02-24 4:03:02
"Everythings geting cancelled on me today... Which wouldn't be an issue if I hadn't been looking forward to a busy, productive day... Aahhh well... Time to work on those assessments... *sigh*",1,,2,,,d5380466e18422d7b2c2d54d57cbbde2,2010-05-11 23:55:26
"At last a thunder storm, about bloody time too that humidity was making me even more dippy in the head than usual",2,,,,,a00339d3cd4071e4c1fbcccb7beb0f6c,2010-06-05 22:38:39
This test indicates your attitudes towards your parents.   You don't want your parents to interfere with what you are doing.,2,,,,,50c2bba98d77d4b77870d3422b1e2692,2011-08-16 11:03:51
I have the best boyfriend in the universe :) He told me the sweetest thing anyone has ever told me! I love him :),2,,,,,c0289bdb4cd4eda90653b2c84af61e03,2010-12-14 5:46:02
"Thanksgiving in the hospital...sucked, but am out now and feeling much better. Blood sugar's pretty much normal for the time being, dr's appt is on the 8th. I'mma have to be careful with my foodstuffs, but I'm just happy to be able to eat real food again. Broth for dinner on thanksgiving blows!",1,,2,,,276d9dae51d0748f843b3525458ef54e,2009-11-27 22:14:42
I swear to God I am going to shove q-tips in my ears if I hear one more moan coming from my mother's room >.<,1,,4,,,011679a3ae49998801ada93d822b7302,2011-01-25 5:25:09
"Another Sunday lol >:( but going to make the angel food candy stuff, and hopefully this time it doesn't frickin burn like the last 2 times, Mom is going to buy a different candy thermometer to see if the one we have is faulty",2,,,,,98500a6228747f60e2230f46d7d61c12,2011-01-23 16:55:07
satisfied his lil' sisters description of the faith in swine is adequate to define a rediscovered religion. MMMMMmmm Bacon. ( check out my info page to clarify this reference),2,,,,,d54fc1c6f03862c4b310f0a1e5105cef,2009-07-27 16:08:34
"INSTRUCTIONS: Go to your profile. The top 5 friends that are in the left-hand sidebar are now your team in the upcoming Zombie Apocalypse. No refreshing over and over to pick and choose! That's cheating!   My team: Alec Nielsen, Bronson Fife, Mike Benson, Maddi Lynn Radford, and Tay Swenson",2,,,,,112ee60f89b6ad8bef65ada86690db73,2011-03-13 2:56:06
"sitting round me aunts and shes wanting to terrorise my facebook pals....xlol as she said, thats life! sorry peeps if she gets hold ur profile but shes lovely really xxxxx",2,,,,,320c7c0997ad8fdfd0fdf6ee1832c64e,2010-05-01 22:13:49
Course materials have arrived. Everything starts November 6th - now I'm getting butterflies - what have I let myself in for?!,2,,,,,a92a52fa5f64e3e826116ff9654bddce,2010-10-18 20:16:01
When I see your face There's not a thing that I would change Cause you're amazing Just the way you are <3 I love him so much!,2,,,,,c0289bdb4cd4eda90653b2c84af61e03,2010-08-03 3:19:52
"*Aoccdrnig to a rscheearch procejt at Cmabrigde Uinervtisy, it deosnt mttaer waht oredr the ltteers in a wrod are, the olny iprmoatnt tihng is taht the frist and lsat ltteer be in the rghit pclae. Tihs is bcuseae the huamn mnid deos not raed ervey lteter by istlef, but the wrod as a wlohe!*",2,,,,,7567b6224ec2181f7c1e9b160bc03a93,2010-07-10 4:16:27
"Man this year has just flown by! I realize that there are some people I am going to miss and wish I would've been more out going so I could've known them cause they seem like pretty awesome people... A lot of choir people(seniors) will be going away and I will miss them, even though I don't really know them...Peace, Love and Music!???",2,,,,,3bde607fa84e1765d3b07bf18d748bce,2011-03-08 4:58:09
"is sick of hearing about Charlie Sheen. Its sad. The guy needs professioal help, but its doubtful he'llget any, beause he doesn't think he needs it or want it and he's surrounded by leeches, enablers, and others who don't want to derail the gravy train, because he's a famous actor.His family needs to step in and 302 his bipolar ass.",1,,3,,,1c1a87c25993e30ed27d821e61e51c67,2011-03-02 4:51:24
"I have the gift of speed. Quick feet, quick thinking, and if you put something in my hands, my fingers spark. I only wish it didn't make everyone else seem too slow to wait for.",2,,,,,7fc29084716097cb81f5be35b7290392,2011-01-17 3:51:56
"Youknow, you already got a divorce. I don't believe /quality time and a free meal because you needed a gallon of milk/""",1,,2,,,12170edda5667c961a48d9715f391de2,2010-12-07 0:18:12
"I need a haircut, but she's out of town, so no haircut. I'm in a play tonight, so I get to be in a play looking like I need a haircut. Yea. BTW, come to the play tonight. 8:30 PM at Ball State's Student Center",2,,,,,cef02b911426facbb08a03e3af146a9c,2011-03-29 18:06:41
"So  where are all the /Save the Gulf/"" concerts? Where are the T.V.Benefits  with celebrities and musicians giving heart felt speeches on the  poor fisherman",2,,,,,29cda473b52e1c75fbfe958ed3aec565,2010-06-08 15:43:23
Funny how you can come so far and yet really you havent gone any fucking where really. Its time to finally get some answears because im not living like this any more.,1,,1,,,a00339d3cd4071e4c1fbcccb7beb0f6c,2010-09-06 16:45:12
"This is a new one. I blew my candle out on my birthday banana? lol I love ya, Danielle. You are one of a kind.... In our house, weird is awesome. Dont yall forget that! lol <3 =)",2,,,,,bf45ea766695c09187b2d67d0fe6da3f,2010-10-17 0:47:15
"Bawww,   Lets Just Say The Hair Dresser Will Fix My Hair AFTER SCHOOL,  I Fucking Hate Everything About My Hair Right Now,  It Looks Like Shit,  Hopefully The School Will Let Me Keep A Hat On All Day,",2,,,,,3fef95ce520c7d75408cd36ad6c4fdc6,2010-10-06 1:09:53
Day 7129: still no internet. Getting really hard to do college things... If I get up early and stay really late... I can work everything in.,1,,2,,,994e0be0ec912bc380fbcaf8ed105401,2011-02-08 0:09:52
"I'M SO HAPPY FIRST SUMMER SESSION IS DONE! (????)? On a side note, a bitch insulted my group project. It's fine to dislike it but must you keep saying /ew/"" or /""gross/""? They also voiced many absurdly shallow opinions during class. Her & her friend are the most annoying",2,,,,,682d8b0e89338b89a9bfeec286eee938,2011-07-01 22:48:30
"taking it easy ......... After all it is a new day and things can only get better.......... I saw him last night and he was nice, ! over it in my head it's just taking my heart time But I the less I see of him the stronger I become!",2,,,,,7df70412b15da417ab55a83f808ac554,2011-01-06 16:14:56
omg! a freaking eagle flew ten feet above my head! i heard the wind wooshing from it. man thats powerful. lol,2,,,,,c70b15854118907c8f0a234e2ba44bbc,2011-04-29 2:06:23
"Hey, open wide here comes original sin. It's alright, it's alright, it's alright, it's alright. No one's got it all. Power to the people. We don't want it. We want pleasure.",2,,,,,9138a4af7fa7a5c5bf363d867ff6c56c,2011-05-31 7:00:02
"Thank you car for dying and making me miss my lifeline shift, my doctor appointment and centrelink appointment and if you are still dead tomorrow work.",2,,,,,78d507493c70c1d8aa7df1fbffbafda8,2011-06-06 0:21:12
"Life is too short to wake up with regrets. So love the people who treat you right. Forget about the one's who don't. Believe everything happens for a reason. If you get a second chance, grab it with both hands. If it changes your life, let it. Nobody said life would be easy, they just promised it would be worth it. Post to your wall if you agree!",2,,,,,0c5d06511ef79fba34da417e8c751fff,2010-01-26 1:58:51
Mother Nature is such a tease...giving a day like Spring...but will she crack her whip with a snap of winter's cold? Only the Ground Hog Knows.,2,,,,,5a80a71753cd24c93a357266855d13ef,2011-01-30 17:09:16
"has always been told /if you can't say anything nice don't say anything at all/""....now you know why I have been so quiet lately....""",1,,2,,,4d387d6752f49efa48afb2c3aba97263,2010-03-31 22:44:46
"To all those people doin' lines,  Don't do it, don't do it.  Inject your soul with liberty,  It's free, it's free.   To all the kids with heroin eyes,  Don't do it, don't do it.  Because it's not not what it seems,  No no it's not not what it seems.   Salvation, salvation, salvation is free.  Salvation, salvation, salvation is free.   The Cranberries - Salvation",2,,,,,a4e6280de8ce2a565e0bf1421d33678f,2011-01-29 4:10:39
"hates her college life. I feel like a 35-year old who has to take online classes due to taking care of 3 kids and and having a full-time job Except I'm not 35, have no kids and no job yet. Please let me experience college life the way that an ACTUAL freshman should! Let me dorm! Let me join clubs! Let me watch college sports! Let me rush into a sorority! Let me get involved in campus life! I'm so transferring to UNLV",1,,4,,,04be1d6fa64adb60a3d2847f4f905ec1,2009-10-28 3:41:08
"I just feel stuck. I'm in this place, between my future and my past and I'm not sure which one I want more.",1,,2,,,4717ae67c4c469d13ab7d7fa53a4d632,2010-10-11 23:14:27
You know i appreciate the finer things but its not what makes me happiest baby (i can do without it babe) your tender lovings more than i can handle neve,2,,,,,f555812c118db1ecd99eec2072bbf08e,2010-05-05 0:10:20
Disconsolate (Disconsole it): To remove the functional unit of a gadget,2,,,,,f68268e212bc1ac0dff21524f6f73b3d,2010-12-13 13:24:43
I hate it when you get close to someone and they begin to feel it's okay to be disrespectful. Values pls. especially with the younger ones.,1,,3,,,1827f641b3ba066d3b4bf4f920ee8ed1,2011-07-21 17:52:54
"Gahh, I'm so dumb sometimes! No lie. I hate when you get those freaking blonde moments yo! Lol. It's all good though. :D",2,,,,,d3573c54e28c43feaf05c1058a8fc897,2011-05-12 19:10:22
"Never rush in love for it never runs out. Let love be the one to knock at your door, so by the time you start to fall, you know that your feeling is for sure",2,,,,,e917b31c39df134200b24d6af7ce9e3f,2011-09-27 12:40:54
I am trapped in this shit whole and I feel like ripping off all of my flesh. get me out of here,1,,5,,,0ab7efcd582b43d58c1fec65058efa72,2010-04-26 7:35:20
"I'm soapy, I have astro turf in places it doesn't belong, and i had to sit through math like that. I couldn't be more happy",2,,,,,59e55a41159531614e8398aa6d79ca6a,2009-09-04 22:04:49
/The world's a headmaster who works on your faults. I don't mean in a  mystical or Jesus way. More how you'll keep tripping over a hidden step,2,,,,,4fe7be93853af48034fb053a0d0a7747,2010-07-13 21:10:54
Been a long time since a mood like this. Just bought a new pack of pens and i'm ready to put a burden on this ink.,2,,,,,223dbfbc2451d4ffaf244cc1e6c3abbb,2011-01-22 3:19:07
Pie and ice cream is the PERFECT end to any Valentines day..don't know that the Val Kilmer 'horror movie' adds or detracts..,2,,,,,25c68399f38b70d0466ae022feb4fe6a,2011-02-15 8:15:11
"Those who died are justified, for wearing the badge, they're the chosen whites. You justify those that died by wearing the badge, they're the chosen whites",2,,,,,e6cdef6f475cce3023c5b715f8c9f110,2009-12-18 15:54:24
"filling out that college board thing for the SAT made me die a little inside ; lmao, Melissa Stein, who even studies british history in america. <3",1,,2,,,b0acac95493fc438ce56372eebde2b0e,2010-04-07 20:55:44
"contemplating planting some explosives in my @#$&!@$ Volkswagon. German engineering my ass. Never.... never buy a VW .... If this thing wasn't free it would have a reckoning with the angry, stranded Aletha who's had to be towed every couple of months for the last two years ><",2,,,,,5cb87ba2d48f5de9b907567fb9fb5317,2011-03-10 16:57:00
studying while waiting for my next class....even though I wish ppl were here its prolly a good thing so I won't be distracted....that's life.,2,,,,,f5fb82dcec93d706b05d47ab7d12d390,2009-09-10 17:01:09
Um ok weird i went to bed with only 60 contacts in my phone than i woke up with 97 in there tht is creepy  ~Blacky black~,2,,,,,5757a0be6a9fba552680eb1106df3673,2011-08-08 14:54:42
yess... i did make a facebook page for my cati...i do realize how stpid that is... but i was bored ok...he wants you to add him... Noodle LeGault,2,,,,,a9d1d5c0957510a4a1af904bfac68916,2010-01-10 3:24:57
F********************ing Biiiiiiiiiiiiiiiiiiiiiiggg FREAAAAAAAKING BUZZZZZZZZZY Bastard-see you in HELL ... YEEEEEEEEEEEEEEEEEEEEEEEEEEOW!!!! (got stung by a sodding HORNET) scuse my language but BAAAAASTARD!!! Break me freaking arm any day...ooow init!!!,1,,3,,,37dc41c2fb88c226997850730b7fee11,2010-07-26 15:36:01
"9: I like that despite everything you've been through, you remain a very positive person. You have your ideals and your goals, and you stick to them. You bring something good to the world =) And you give excellent advice, and you're a great friend :)",2,,,,,055638f0a33b2df4031fadb86076861f,2010-12-14 12:02:34
It is currently raining. Rainy days make me want to not do anything but I have so much work....Maybe I'll make some cocoa and relax for a bit first though,2,,,,,a4a6525085ec9c8c72d5f2fc7eee7f6c,2010-11-02 15:58:32
"It is time to reconsider my impedimenta - \im-ped-uh-MEN-tuh\, (noun:Baggage or other things that retard one's progress) and dispose myself of it.",2,,,,,2cdd105436ad5ae240e79c445f0e1c7b,2010-07-20 20:25:14
had a late night last night expecting company this evening dinner is still a mystery aww well we will see if i feel like cooking later. it maybe a fend for your self night woo today is ganna be awsome,2,,,,,55ed9cf7a5509878b208f88a7ca6e517,2011-03-01 15:25:01
"My Patronus is a Fox. Your patronus takes the form of a Fox. Clever, discreet and sneaky when necessary, a fox uses his cunning and wit to his advantage. Like a fox, you are very intelligent and are particularly street smart.",2,,,,,29d45563f343fc0a8cecbb92066c666b,2010-01-29 2:05:43
"Happy Thanksgiving!  Hmmm, what am I thankful for? I'm thankful for my health and happiness, my amazing friends, my adorable brother, and my parents who buy me stuff :D",2,,,,,855f69267caba188c45901861dd0c639,2010-11-25 20:04:46
"My schedule  1. Study hall  2. Phys Ed days 1,3,5  2. Study hall days 2,4,6  3. English  4.independent living  5-6 computer programming.  7-8 college prep physics  9 lunch  10 College prep american gov// Econ  11 College prep algebra 2",2,,,,,d0d983b11d386136ae9612b9ae9816f6,2010-08-11 16:32:04
"i didnt mean to but i had to theres no other way it would have stopped, thats how much it bothered me",2,,,,,dc2547032e742daf6498d817d467baad,2011-02-24 1:23:33
HEY! what up brooke? havnt seen you or jacob in so long. I miss you guys. What did you have done to get stitches BRooke?,2,,,,,597f73a436bc98f32fdbf7b413706064,2009-07-18 17:07:53
"5 DEADLY TERMS USED BY A WOMAN.  (1) FINE -this is the word women use to end an argument when they know they are RIGHT & YOU need to SHUT UP.  (2) NOTHING -means SOMETHING & u need to be WORRIED  (3) GO AHEAD -this is a dare, not permission DO NOT DO IT.  (4) WHATEVER -is a woman's way of saying F**K YOU.  (5) THAT'S OK -she is thinking long & hard on HOW & WHEN you will pay for your mistake",2,,,,,2fcae74c5f4a658389411d7e32b6f9e8,2011-04-15 20:22:55
"Send Prayers out to my Cousin who unfortunatly lost her baby girl on Sunday. This is a very sad loss to our family. I could not sleep after hearing the news, all I could think about was my little girl sleeping in the next room and litte Rhyleigh sleeping in heaven.",2,,,,,0ab7efcd582b43d58c1fec65058efa72,2011-01-31 14:07:06
"All alone in H205. Co-worker has left for class and the other one never showed up. 3 out of 4 printers are not working. A woman is about to print out PowerPoint slides that will slow down the printer and cause the line to get really, really long... I'm just gonna go hide under the desk as the chaos and destruction spreads while tears and temper-tantrums flare up. I am so scared.",1,,3,,,6328f0fb3d9e4d1277446663f93482cc,2011-09-29 14:45:16
"And thats why i say  Oh no, not for me, not for me  Call it torture, call it university  No, arts and crafts is all i need  I'll take calligraphy and then i'll make a fake degree  Dont get excited, she'll say /no/"" without a doubt you see  And ive decided college girls just wont go out with me  They make me nervous and they always catch me off my guard  Like cell phone service i drop out cause college is too hard  --Relient K""",1,,2,,,dbd7fba7e17bf39251d01d88dd758c34,2011-01-13 5:55:49
"- You are entering the vicinity of an area adjacent to a location. The kind of place where there might be a monster, or some kind of weird mirror. These are just examples; it could also be something much better. Prepare to enter: The Scary Door.",2,,,,,9138a4af7fa7a5c5bf363d867ff6c56c,2010-04-01 8:09:38
Had an interesting day... Ok so today i slept pretty much all day then I hung out at sammies with aly. before that i was hanging with Kas and Cassie outside for about 10 mins. I still have all my hw to do! GAH...Tomorrow will suck....,2,,,,,8c393982479748c5a53acaa7a3717c71,2009-08-31 3:23:21
"woke up this morning with air in her lungs, a beat in her heart, and her best friend in the whole world laying next to her. Life is as it should be.",2,,,,,6652af8f87f0f01af8ca2456c2e8a24d,2010-06-13 7:15:20
