hash,text,score,cosineSim,result
-5.73029545922648E+018,there comes a time where you either shut up and get married or just break up for good - at some point the game has to end... im exhausted and i just read about it on my status updates! gosh lol,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9133605118743636],0
3.91622871035045E+018,"wants to go somewhere cool. If anyone wants to abduct me and take me to, like, the mountains or the Northwest Pacific coast, feel free!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8518017508957828],0
-7.86307359134469E+018,"Ok, so here is the deal. Everybody is to drop what they are doing, immediately, and come and kidnap me, and take me away to Luther, ok? Ok . . please and thank you. BECAUSE I MISS YOU ALL WAY TOO MUCH AND IT ISN'T FAIR >_< The end . . . . . . .","[1, 1, 5, 3, 0, 0, 0, 0, 0, 0]",[0.8612367211679686],0
5.246463752439E+018,"got stung from poisonous plants in weed garden, this sucks, half done cutting hedges and starting to rain, to short to cut the middle of hedges, now what am i gonna do :(","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9109651726985869],0
7.21193337801516E+018,": failed at pouring peas into the pan, they went all over the floor, all over the hob and even into the oven gloves!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8522432052852946],0
2.70179286286268E+018,I want the 'Kokoro no Tamago' book... I wish DelRey would license it... Wait. I don't want DelRey anywhere near that book!! They killed the translations for Shugo Chara! enough!! I hope I can order it online...,"[7, 1, 3, 1, 1, 1, 1, 1, 1, 0]",[0.8822934101148727],0
-8.78293665967384E+018,"To all my friends and family who came over, FB messaged, texted and called to tell me Happy Birthday, from the bottom of my heart, you guys are awesome and I thank you.","[1, 1, 1, 3, 1, 1, 1, 1, 1, 0]",[0.9156175045147044],0
-6.05004894726184E+018,"horoscope:Tuesday, May 11th, 2010 Even if you have done a good  job of maintaining an even keel, the winds are picking up now and could  fill your sails. Logical Mercury is turning direct today in your 8th  House of Intimacy, which could tilt your passions toward or away from  someone. Your emotions will be intense whichever way you go. Don't try  to restrain yourself now; share with conviction what's in your heart.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9539274600259201],0
8.31318661843421E+018,"did my speech today. Guess its nice to have it done and over with, although i did read like every other sentence from my Q-cards (i had the majority of it memorized before, ok? i just kinda forget it when i got up there:P) but anywho now i dont have to work on my speech on top of studying for geo and history","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8659215343256388],0
-2.57693154627233E+018,I know been gone for awhile . I'm back but will be watching my time more closely here. thank all of you for being precious friends and family.,"[5, 3, 1, 1, 5, 1, 1, 1, 5, 1]",[0.9097788894932649],0
-8.745145987556E+018,Wow really? You don't care that i want to go home? You don't care that i am willing to walk? You just tell me not to get hit by a car. Bad parenting geez.,"[3, 3, 1, 5, 1, 1, 1, 1, 1, 0]",[0.9424012433126456],1
-1.26358768225569E+018,my son turned one yesterday....... it seems like i just brought him home from the hospital not that long ago where is the time going,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7989457085368824],0
-1.6179523747981E+018,its not bout findn da 1 2 mend da missn pieces of ur <//3 but 2 keep follown da missn pieces dat u come across while walkn down ur path leadn u 2 da 1 dat da pieces blong 2 if u hav faith & keep seekn 4 da owner w// patience due n good time both of u will open ur eyes 2 eachother & n dat moment u will hav put 2gether da pieces dat u thought were lost R n da hands of ur other formn both halves as 1 completen 1 another,"[5, 1, 3, 3, 1, 1, 1, 7, 1, 1]",[0.8498694607399059],0
-8.03185748409434E+018,"I get sooo happy to hear your small voice on the phone, but also I get sooo much sadder because I want to hold you my precious boy :) <3","[3, 1, 9, 1, 3, 1, 1, 1, 1, 3]",[0.9050211849290385],0
-2.93391204143994E+017,went to cook eggs and got a tad carried away and made a fried breakfast fit for a king.........shame i'm not particularly hungry.,"[1, 1, 1, 1, 3, 1, 1, 1, 1, 1]",[0.8249207824585607],0
2.30290455584988E+018,"Out losing at sum bingo. All Ive won was a cpu to play on. Ya'll send sum luck my way, the 750 gm next! BINGO!!","[1, 9, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8888470583766631],0
-4.009819031928E+018,When I get mad and I get pissed I grab out my pen and write out a list of all the assholes that wont be missed youve made my shit list L7?,"[5, 7, 9, 9, 3, 4, 4, 6, 5, 0]",[0.9657506907157624],1
9.19509697570569E+018,Have you ever wished for an endless night? Lassoed the moon and the stars and pulled that rope tight. Have you ever held your breath and asked yourself will it ever get better than tonight? PINK: Glitter In the Air,"[9, 5, 3, 9, 1, 1, 3, 7, 0, 0]",[0.9814928417866038],1
-9.22737488348183E+017,"2 days ago,  I was having a look, in a book,  and I saw a pictured of a guy fried up above his knee.  I said I can relate, 'cause lately i've been  thinking of combustication as a welcome  vacation from the planet Earth.  Like, Gravity, Hypocracy, and the parrol's of being in 3D,  ..but thinking so much differently.","[5, 5, 5, 3, 1, 5, 9, 1, 9, 5]",[0.9855427882968277],1
-7.97141869588916E+018,My tummy is peeling where I got burnt last week...ew. -├Å- and I made use of my MAD NINJA FLEXIBILITY SKILLZ today XD,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8754035401877508],0
-3.25266907111959E+017,"We touch I feel a rush, we clutch, it isn't much but it's enough to make me wonder what's in store for us","[5, 7, 5, 9, 5, 3, 5, 1, 0, 0]",[0.9613577952007394],1
-1.1159397324423E+018,"My apartment building burned in a fire. Now I'm homeless until they move me into a new place. Could be this weekend, but most of my stuff will be a loss due to water damage. Is there any such thing as good luck?","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9473322245795947],0
-3.59849915398357E+018,"What a fantastic weekend! Had so much fun at Leigh, Heather, and Holly's birthday party. Last night at the Gypsy I saw people I hadn't seen in forever! My life is pretty darn great!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9002095661704054],0
-3.49650774856558E+018,(918):  when she said she was from California you started sobbing. You begged her not to melt your popsicle because you paid good money for it and you just wanted to eat it in peace.,"[1, 5, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8961560053618693],0
-1.27196521448752E+018,"Dad's home for a month, he's going to be there for my 18th birthday, and this is the longest I've get to see him since March of last year, not to mention Outdoor School, so why do I feel like I'm missing something?","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9437565621218282],0
1.94741237251779E+018,"When you try your best but you don't succeed, when you get what you want but not what you need... Stuck in reverse...","[5, 5, 9, 3, 3, 1, 3, 7, 0, 0]",[0.9663458654936864],1
7.88141444219729E+018,"So happy today ... ^___^ ... up until now, I can say that most of things that happening now isn't what I was expected. These are not what I prefer and some are unacceptable. But I've found my answers on the /WHY/"" questions and find certainty. Bad things happens all the time. We take care of it and work to overcome it.""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.888850706446598],0
-4.29443709016961E+018,"Here s one for the day :  A man joined Facebook..  His son's status read the next day like this : /Dad joined fb!!! ... WTF!!! /""  Dad asked him wht was wtf?  Loving son replied /"" WELCOME TO FACEBOOK DAd!!!! /""""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8500624981797893],0
8.3726944107596E+018,In the dark blue sky you keep  And often thro' my curtains peep  For you never shut your eye  Til the sun is in the sky,"[1, 5, 1, 1, 9, 5, 1, 1, 1, 3]",[0.9761029138937671],1
-5.43422251134257E+018,"was getting a fruit cup with those thin plastic lids...the ones that always squirt when you open them. sure enough the juice squirted all over my leg, and desk, and the floor. it was a mess, yet the only thing that came outta my mouth was /ohhh!/""...with a smile! it was the most carefree moment of my life.""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9199947142681639],0
-6.06641704768161E+018,I thought I lost my first email account.... but I forgot that I changed the password from  pla********* to Pla***********,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7783919197552127],0
4.89593442842093E+018,why do the adults in my life keep making me do things i obviously don't want to because they're too damn lazy to do it themselves? This is getting really annoting and I really hate walking around my neighborhood ronning errands for lazy people due to the fact that everytime I step out the house some hood rat and//or bum trys hitting on me. -_- fml,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9386600371121877],0
-7.82492458258308E+018,"Wonder of the World, You've been so wonderful to me, and as long as I can speak, I will say so. Wonder of the world, You're on display for all to see, and for all eternity, I will say so.","[9, 9, 1, 5, 1, 1, 1, 1, 3, 1]",[0.9469884261021073],1
-3.68318531768635E+018,"is at the frankfurt flughafen, waiting eagerly to check in and boad the plane! only 8.5 hrs left of sitting here!  oh my....","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8685941562602973],0
6.30291087732092E+018,"Well, I have as much done as I can for my study abroad. Even now I'm thinking about packing, as far away as it is. Only adds to my nervousness. >_<","[3, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8592266792690519],0
2.73348823259736E+018,"Sent my computer off to be repaired last week, I got it back today. They didn't repair anything that needed to be repaired and they sat a soda on the lid and it SPILLED all over everything. (They didn't bother cleaning it up before returning it to me either.) Learn from my fail and never buy or own a dell computer. Their tech-support is pure shit and they don't get anything done the first time.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9245765102662743],0
-8.48234060892953E+018,"Attention in the facility, attention in the facility.  If you have soggy Whitcomb's keys, return them. Thank you.  Uhhhhh...","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8772076126742906],0
-5.36604246897062E+018,"awesome weekend :: went into DC, saw the mall :] washington, lincoln, vietnam & WWII memorials. allllll really sweet buildings. being next to the huge lincoln statue was really surreal. //// [http:////www.formspring.me//fullahhhh]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8198241037053412],0
4.01245615665419E+018,The world of sales sucks balls like the nazzerine fools do. Ive got a degree in psychology and the idiots still quite grasp the fact that 99.9% of the crap they preach is total bollocks. Their is more than one way to motiviate people and their are other factors in play other than just a decent sales pitch.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9318866975062419],0
9.1278932802768E+018,If blood is to be taboo  We are cursed for the rest of our lives  If blood is life  Then we are blessed  Yet this world is not fair  Yet this world is fair  So what is this world?  Did Adam's Curse destroy us?  Or did it create us?  I wish to seek what this curse is  and I wish to know it.,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 1]",[0.9330333914126406],0
6.19542957902519E+018,"oh, a call from Tekonsha, MN. how lovely. they don't know how to speak japanese. maybe i should move there and teach them the little bits i know and encourage them to keep learning. ^o^ <3 yeah? -_- yes.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8119371026824042],0
6.14768647477776E+018,"Got some more school stuff done. AWESOMENESS! Now, I just have to work on a speech about wind turbines and a position paper on /Does war change a society?/"" or something of the like. =D=D=D=D""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9518979200649886],0
-6.73492854499189E+018,"COLOURS  If roses can be red, yellow, pink and white,And still be roses  If hair can be blonde, brown, black, white and redAnd still be hair  Then why can't we be be brown, black white pink and yellow,And still be people?  By Aoife","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8598743224084635],0
-9.04947628657148E+018,"I hope Robb n Kirsty have a great week-end , n to all my friends n Family n shit hope u have a brill week-end Luv Y'all . . . XXXX X o X o","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8634386724640611],0
6.60376457364829E+018,"Is proud of herself! Is not procrastinating and just completed Archaeology homework recieved today even though it wasn't due 'til Thursday AND wrote a copious amount of notes for discussion!! Yay me! XD For those who don't know, I am the Procrastinating QUEEN so this is kinda a big deal for me :)","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.9037825029823692],0
3.07748268386399E+018,I'm pregnant.....possibly 2 and a half months but I wont know until my firsr prenatal visit. Any bets on what the sex will be?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8607978743263605],0
2.34874841961237E+018,"in my dream, it was 6:33 in the afternoon. I woke up and got dressed frantically because i have a certification test at 6pm that i couldnt be late for. It wasnt until i was almost in my car did i realize it was 10 in the morning.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9081106772719324],0
3.33150887935596E+018,"Sugar's Goin Goodnight,  Your Baby's Leavin You,  Sugar's Gonna Realize  So Baby Goodbye,  Sleep Tight Tonight,  Goodnight,  <3","[1, 5, 7, 3, 1, 1, 5, 0, 0, 0]",[0.8953200606971982],0
5.28286970192888E+017,I can't tell whether this is a result of global weirding or if this is just normal Pittsburgh weather (which isn't so normal to begin with)...,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8765739706227964],0
-2.34726830042359E+017,"There's a hole in the world like a great black pit, And it's filled with people who are filled with /spit/""","[9, 9, 7, 3, 1, 7, 5, 5, 0, 0]",[0.9402259265707178],1
7.90118627719949E+018,Is dying so hot outside stupid sun bring on the skin cancer that is most likely what i have still have to go see a doctor about it,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8877500307070366],0
-8.02218119478956E+018,"I'm so happy cuz today I found my friends.. they're in my head.... I'm so ugly, but that's okay, cuz so are you.... I love Nirvana :)","[5, 5, 3, 3, 3, 3, 1, 1, 0, 0]",[0.9582278178265683],1
-7.0749555067168E+018,"Get  This Fully Right! My Full Proper Name, My Age, Primary And Secondary  School, My Birthday, My Best Friend, Eye Colour, Favourite Colour, If I  Have Any Pets And Whats It's Name, My Favourite Drink, My Mum's Name.  Put This As Your Status And See Who Knows You Best!","[1, 3, 3, 1, 1, 1, 1, 1, 1, 1]",[0.7937627661421128],0
-8.29880242994817E+017,What if God was one of us?  Just a slob like one of us  Just a stranger on the bus  Trying to make his way home....,"[5, 1, 3, 9, 3, 1, 1, 1, 0, 0]",[0.9828107901949213],1
5.18598239079838E+018,"had enuf of doggy rows-SWEAR Ill walk-feed -stay up with - clean shit up, u wont do a fing...8 dys l8r n Josh cant be assed, Tobys given up, Cory sez I hate it n Amber sez I didnt want a f'ing dog neway...my b-rms covered in doghair, n dogwee, Im t' only eejit getting up 5am n Im the only numpty walkin 8 mls a day no matter what the weather as well as ..oh YAy- roll on tuesday I WANT MY SODDING HOUSE BACK","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.4991911372236309],0
9.54672497903778E+016,": just got rid of the biggest spider ever from Kim Ringo Dunk's room, step several up the depletion of phobia ladder!]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.742592154445101],0
2.11761386604543E+018,"Keach, I'm sorry. I'm really sorry ha. If I knew that It would anger you like that, then I would never have insulted you that way. I'm really sorry. I hope this public apology would make you feel better...","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9273332071786828],0
2.57132784248211E+018,"New employee complains to help desk that there's something wrong with her password. No, it's not CAPS lock. /The problem is that whenever I type the password","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9352837577512526],0
-6.78454086358028E+018,lol. well...that last status update wasn't from me. It was actually from my sister :// too bad I have no soul and don't cry at movies,"[1, 1, 1, 1, 1, 1, 1, 1, 3, 0]",[0.8645283244947001],0
7.41854628735948E+018,The song maker says it ain't so bad  The dream maker's gonna make you mad  The spaceman says everybody look down  It's all in your mind,"[5, 7, 3, 9, 5, 1, 9, 4, 0, 0]",[0.9812037275087949],1
6.45545628651516E+018,"Anyone know how to make a decision where you have to do something, but are given no options, not even one?","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8535387828316112],0
2.96486210147996E+018,Well I'm trying to put together a video of Erin Feis stuff but movie maker is leaving out the sound :(,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8950902367675782],0
2.62783673686662E+018,"I don't want to sound like a whiny baby, but I really need a break. I'm just really overwhelmed and it's turning me into something I don't want to be.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9144153025545803],0
-7.23610842327683E+018,"So this is what jealousy feels like...It's annoying, but I don't see how some people can't control it. You know like digging through their stuff and undermining all their friends. That's just cruel to do, I believe that's way too much drama for my Karma. Still like green though, that was random but I'm sticking to it XP Green. I know our story doesn't end here.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.9547393650805691],1
-9.68945469868667E+017,"People I can do without: Men who call their wives Mama or, worse, Mom, even when their kids aren't within earshot. You're middle-aged and married and what you are doing is creepy. Every time you refer to your wife as Mama or, worse, Mom, you should schmanked across the mouth with a partially-thawed trout.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8853736597810273],0
-3.10225329403938E+018,"Ya know listening to love songs sometimes relaxes me other time I get depressed. Mostly cause it makes me think of the 3 guys I was ever interested in, (not that I would ever tell who they were), one of which broke my heart.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.937271716708338],0
2.52593266480836E+018,aaaaaaaaaah!!!!!!!!!!!!! SMT: Devil Survivor Overclocked!!!!!!!!!! nisiquiera termine el primero y me salen con esto!! y para acabarla es para el 3ds!! no es justo!,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8045959452522576],0
8.43966501844254E+018,"Ah, I most unfortunately appear to have contracted an illness nasally. I have class, so unless my parents force me, I shan't attend school tomorrow, in the interest of stopping the spread.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8879015362398073],0
-6.27392091266881E+018,We just walked all the way to the store in the ice covered snow just for them to tell us it was closed. Jerks.,"[1, 5, 1, 1, 1, 1, 1, 1, 3, 1]",[0.877665980025245],0
4.61751009835888E+018,"If he shows fight, the soldiers fire and he┬Æs a dead man; if he gives in, he degrades himself and he is no longer a man at all; shame and fear will split up his character and make his inmost self fall to pieces.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.7815441849367897],0
4.17239098754533E+018,"At first I couldnt remember why I hated going to the hospital, and now I remember. Long wait, bad news, and more crap I cant afford.God I love having doors ripped open,........","[5, 3, 3, 5, 1, 1, 1, 1, 1, 1]",[0.8834647508998993],0
-1.96015766007161E+018,"I was just about to mail a letter to my evil twinWhen I got a nasty paper cut  And, well, to make a long story short  It got infected and I died","[5, 3, 1, 1, 1, 5, 3, 9, 5, 6]",[0.9656967372385187],1
-9.9193127061758E+016,"For through Your suffering I am free: Death is crushed to death, life is mine to live; won through your self-less love. This is the power of the cross: Son of God, slain for us. what a life, what a cost! We stand forgiven at the cross!!!!","[1, 1, 5, 7, 1, 1, 1, 3, 3, 0]",[0.9840594649771164],1
-5.92333741801726E+018,"Thought of you with love today, but that is nothing new. I thought about you yesterday and days before that too. I think of you in silence, I often speak your name. All I have are memories and a picture in a frame. Your memory is a keepsake, with which I will never part. God has you in his keeping, I have you... in my heart. Repost if you have a loved one in heaven.","[1, 1, 1, 3, 2, 1, 1, 1, 1, 0]",[0.9807036274807339],1
8.19042296928298E+018,spent yesterday hanging with orphans. got pics but have to wait to get home to post. goin to do more today then we're gonna go for a night safari tonight I believe,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7511696061951104],0
7.90248930426504E+018,"We had a great barbeque for James' birthday today! Lots of yummy food (thanks to LJ for cooking the meat for us!), lots of friends, and lots of fun!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8314089051079068],0
-2.81732254555702E+018,"/So let's cut fast to the car crash where the future went down with the past cause this beat wont wait for you./""""","[5, 5, 1, 5, 5, 1, 5, 5, 0, 0]",[0.8939252745134854],0
-1.87437521666205E+018,"The only verdict is vengeance; a vendetta held as a votive, not in vain, for the value and veracity of such shall one day vindicate the vigilant and the virtuous. Verily, this vichyssoise of verbiage veers most verbose, so let me simply add that it's my very good honor to meet you and you may call me V.","[3, 3, 5, 1, 3, 1, 1, 1, 5, 0]",[0.993576488114255],1
-7.99907207160805E+018,"/Always do your best by your family. Go to work every day. Always speak your mind. Never hurt anyone that doesn't deserve it. Never take anything from the bad guys./""   Words to live by.""","[4, 1, 5, 3, 1, 1, 5, 7, 1, 0]",[0.9079017986701337],0
1.62617714548704E+018,"This is going to sound weird, Frontierville friends. I have the app, but I don't play it. Don't send me gifts, you're wasting your time. But if you ask for things, I'll give them to you whenever I get on. So don't send me gifts, but ask me for crap. You're welcome.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9137210105785838],0
-4.09666488584548E+018,"saw the new year in with great friends, swimming, drinkies and loads of sunshine, glow worms and shooting stars, Hot Water beach, Hahei beach, Cathedral Cove, Kaiate Falls. I hope you all had a great start to the new year too!","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.9059973229958566],0
6.19449191162537E+018,"1 Corinthians 6:19-20  Do you not know that your bodies are temples of the Holy Spirit, who is in you, whom you have received from God? You are not your own; you were bought at a price. Therefore honor God with your bodies.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9764982792778129],1
4.15833088821284E+018,"Internet seems to have returned sadly mail.com, where my default personal email is seems to be down and has been since the brief time I was on hours ago. If, for any reason someone needs to get a hold of me message me here instead^^","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.9024562709930518],0
4.72140236853615E+018,"Whenever u feel low, depressed or useless, remember that u r the same sperm that won a battle against a million others.:)","[1, 1, 1, 1, 1, 1, 5, 1, 1, 1]",[0.8345248538419228],0
-6.9875356697816E+018,Any GOS student who comes to me complaining about how 'early' the next school year starts are gonna get a 'nice little lecture' from me...┬ñ_┬ñ,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.874757264436272],0
-8.27865985425589E+018,Six days till vacation and I'm pretty damn sure I'm getting sick!! Factor in the sunburn and 60+ bug bites I'm currently sporting from head to toe and you've got a very unhappy Melissa.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9127258027194661],0
-4.52070636824396E+018,Just to say.... I dont add people who I didnt personally meet and remember. I dont even reply to it.......... pass it on....,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7585811198114711],0
-3.86445414425651E+018,I had fun shooting the rifle~ <3 I didn't know that my dad was a sniper. O.o Now I know where I get my traits from...,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8631789687949665],0
-7.65677197533995E+017,"I just realized I have no roots... I mean to say if I was to move I don't think I'd talk to any of my friends. I never did before what's different now? Eh, I'm just depressed a bit depressed because of a webcomic called Pictures of You...","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8700148381360673],0
-8.7502289804645E+018,"Today is National Coming Out Day; As a friend and supporter of the GLBT community, I wish to encourage tolerance and peace, and see an end to the bullying, hate and violence (physical, verbal, and cyber) that has been the cause of so much pain and death. I wish everyone peace! (Thanks, Karen Maurer, for letting me steal this)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9189625692630387],0
1.59040718649174E+017,I remember the Darkness of my past. These memorys I wish I didn't have. I Let go. Never looked back. Never moving forward so there can't be a past.,"[5, 9, 5, 3, 5, 5, 1, 1, 0, 0]",[0.9236425895099546],1
-6.60166101171572E+018,"passed all JAA subjects with an average of 93%. Lowest was Principles of Flight at 90%, which is a massive relief. Roll on Phase 2 of Groundschool: Air Law, Navigation, Flight Performance, Radio Nav, Ops Procedures and Mass & Balance. :-D","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.9445557839490217],0
-7.2673047306934E+018,Everyone needs to sit down so I can tell you somethin......  I am cooking dinner again! I am making rotisserie chicken in the microwave thanks to Jill for the invite for the Tupperware Holiday Cooking Class that reminded me I have these tools in my kitchen. So in about 20 minutes there will be this scrumptious chicken!,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0.9230617433901229],0
1.59931532052166E+018,"We all have a thousand  wishes... to be thinner..to have  more money..a cool car..a day  off..a new phone..to date the  person of your dreams. A cancer  patient only has one wish: to beat  this disease. In honor of someone  who died, or is fighting cancer, or  even had cancer...post this for at  least one hour.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9089605378136186],0
-8.56284291826383E+018,"These are bad times for people who like to sit outside the library at dawn on a rainy morning and get ripped to the tits on crank and powerful music. Gonzo Papers, Vol. 3: Songs of the Doomed: More Notes on the Death of the American Dream Hunter S Thompson","[1, 1, 1, 1, 1, 1, 1, 3, 1, 0]",[0.9690630426492343],1
-7.07685156428759E+018,"/Human nature is one of the most complext things to learn and one of the easiest things to lose./""   -E.A.W.""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8323567296447432],0
-3.92237301417036E+017,"Life is more than just the air that we breathe every second of our lives, but how we live until it is time for us to take our one last breath.","[5, 5, 1, 1, 1, 7, 1, 1, 1, 1]",[0.8976662954361995],0
1.90247042609538E+018,"I'm really considering going vegan, so if everyone could just go ahead and get their hateful comments out of the way on this status, that would be lovely.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8905078477304658],0
-6.46489576104423E+017,"I am soooo mad!! I just found out someone directly copied my hat design and has a booth selling them at the Fremont Sunday Market! they are the exact pattern of my hats and they are using most of the same fabrics and furs! I don't even know how long this has been going on. If anyone goes there in the coming weeks and sees them, be sure to give them some shit for me.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9251817407126217],0
-1.51031229223251E+018,i know it sounds a little dumb (or maybe im just a little drunk) but all we need is some ice cream and a hug! lololol i love bowling for soup:],"[5, 9, 1, 1, 3, 1, 1, 1, 0, 0]",[0.8880936137810801],0
-2.82659204469412E+017,"~~And I don't want you and I don't need you  Don't bother to resist, or I'll beat you  It's not your fault that you're always wrong  The weak ones are there to justify the strong~~","[5, 3, 3, 5, 1, 1, 1, 0, 0, 0]",[0.957606610079826],1
-8.72451018727618E+018,"How do I live without the ones I love? Time still turns the pages of the book it's burned. Facing time always on my mind, I have so much to say but you're so far away...","[9, 3, 1, 1, 5, 1, 3, 1, 4, 0]",[0.9719341109830022],1
3.34326423666094E+018,"2008: Olympic champions, 2009: World Champions, 2010: European Champions, 2011: qualified for the semi-finals of the World Championships, fingers crossed for the French handball team :)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8756503249285451],0
6.44268330509008E+018,"While I was growing up my parents always made sure that I knew that things were make-believe (Not Real), such as the Easter Bunny, Tooth Fairy, Santa Claus etc. Why now are they offended that I don't believe God?! Is it really going to kill them?","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8954016335031955],0
-8.80618801137242E+018,"Sorry Im Not Home Right now Im Walking In Your Spiderwebs So Leave A Message And I'll Call You Back,  OH Likely Story but Leave A Message And I'll Call You Back,  And It's All Your Fault I Scream My Phone Calls,  No Matter Who Calls I Gotta Scream My Phone Calls ?","[5, 9, 9, 5, 5, 7, 3, 1, 1, 0]",[0.9716245928944363],1
-3.64163979003812E+018,"I could use a dream or a genie or a wish, to go back to a place much simpler than this","[5, 9, 3, 1, 1, 5, 1, 4, 0, 0]",[0.9405342796839458],1
3.5824064568717E+018,"I'll b offline for a week,(Off to Madurai,maybe i'll keep updated through mobile :P ) ,.,.,. Till then /bubye/"" FB n friends .:.:.:.:. hav fun ....""","[5, 1, 1, 5, 5, 0, 0, 0, 0, 0]",[0.8140694947002386],0
6.7640588116416E+018,On a slightly lighter note I have just noticed that my brother walks like Robo-Cop. O_o He gets stranger by the day that child.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.918416027569722],0
-6.0427820990253E+018,"All us Juggalos and juggaletts, the truth we hold all the love our family brings, never cold. Pass the axe to the right into our eyes a greater light. We","[5, 1, 1, 2, 1, 1, 1, 1, 1, 1]",[0.8605257383149055],0
5.77951701590689E+017,"For all my Jewish friends...  A  Jewish man buys a fabulous home in Beverly Hills, California. He brings in a  local workman to decorate the place. When the job is finished, the homeowner  is delighted but realizes that he's forgotten to put mezuzahs on the doors.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9659117677662309],0
