hash,text,count,cosineSim,label,
-8.04436E+18,I have now actually finished all my PTTLS (teacher training) coursework. I dont ever want to have write anouther essay or sit anouther goddamn exam ever again.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.837941761,NotQuote,
5.23061E+18,So I just heard Crag Ownes was let go from Chiodos. I am sad. I think I just might cry. >.<,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.795431602,NotQuote,
-7.18718E+18,"They better get a good guy to play Mr. Crocker, not someone who's horridly ugly. I would probably cry myself to sleep because of crushed dreams. xDDDD","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.860813175,NotQuote,
3.2849E+18,is thinking of standing on the side of the highway exit with a cardboard sign asking for donations to help remodel the kitchen.,"[0, 0, 0, 0, 0]",0.777066824,NotQuote,
-8.11449E+18,I don't know who's crazier{ me frantically looking for my cell phone while talking on it or the ones trying to help me find it while watching me talk on it.lol,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.896330691,NotQuote,
4.44099E+18,pfft. fuck you la ! iknow you hate me bah. aku lagi banci kau. bangga ~ so don't try to act good to me. fuck off !,"[4, 0, 0, 0, 0, 0, 0]",0.789887189,NotQuote,
-6.69112E+18,Got my bonus....you know what that means?!?! Time to get me and my Dads tickets to Spain!!!!!!! Cannot wait to share the experience with him!!!!!,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",0.821280455,NotQuote,
6.37654E+18,"Bruising, severe hangover, cuts and a blister from last nights BBQ and Bulldog sessions. Credit to Matt for telling me to stop drinking at some point which literally saved my soul today ;-D","[0, 0, 0, 0, 0]",0.895156412,NotQuote,
-6.40823E+18,"will sort out sending info to Place2be to get identity card done today me thinks, top up the potatoe tubs so as to have home grown spuds, and plant out the carrots, spend the morning looking after a friends daughter today is looking a good day","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.905491014,NotQuote,
1.57584E+18,Grr. Why can't people just tell you how they feel? It wuld make a few things in the world a lot easier.,"[2, 0, 0, 0, 0, 0, 0, 0]",0.812841129,NotQuote,
7.42326E+18,1 vodka : ) 2 vodka : ) 3 vodka : ) DOOR! 5 vodka : ) 6 vodka : ) 7 vodka : ) FLOOR! : ),"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.76595563,NotQuote,
3.81602E+18,"Emmelyne Kim, I reserved a place at Victoria and Albert's! Fri July 1, 5:30pm :D I gave them your full name X)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.805929297,NotQuote,
-5.55275E+18,How sad. I ran from my room to the bathroom and I'm already tired... I need a exercise buddy... WHO'S ACTUALLY SERIOUS ABOUT IT UNLIKE SOMEONE. ... You know who you are... *Glares*,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",0.907932148,NotQuote,
-3.43012E+18,"Hey. So. Thank you for all the birthday wishes. :) And my locker number is C-5280. If you would like AN APPETIZING AND ABSOLUTELY ADORABLE CUPCAKE, you should stop by before school between 7:15 and the second warning bell. Okay? Okay. Goodnight. :)","[0, 0, 0]",0.912198585,NotQuote,
6.84361E+18,"hey today was chinese new year.../Happy New Year to my Chinese friends. And happy nothing to most people I know.â”¬Ã¶ Homer Simpson""","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.866758418,NotQuote,
4.7657E+18,I feel like I should have mentioned Heidi Montag in my essay which had a part about society being obsessed with bodily perfection.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.908812348,NotQuote,
3.45141E+17,has had a pretty good day today ... especially in French were she had half a bag of dolly mix ... tasty,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.852766698,NotQuote,
1.94101E+18,is at Megan's party with Parmooney. And clyde (who rhea thinks is gay). And Rhea. And a whole ton of people.,"[0, 0, 0, 0, 0]",0.860234498,NotQuote,
-5.57697E+18,Waiting for mi ramen noodle in a cup to cook... who says you need boiling water? all i need is a sink :),"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.882432705,NotQuote,
5.24289E+18,can't believe that darling DAFFY DUCKY is on MSN at the same time as her so she's making the most of the time. MISS YOU DUCK!,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.850092949,NotQuote,
-1.06065E+17,"a friend invited me to watch scott pilgrim today, this will be the second in a week but i dont mind at all, that movie was AMAZING!!!","[4, 0, 2, 0, 0, 0, 0, 0, 0]",0.894822054,NotQuote,
-7.46628E+18,"is tired and probably sick but likes to stay positive and think its just allergies(pretty sure thats spelled wrong too). But had an amazing time at a murder mystery party being the main investigator, and was close to getting the right answer but didn't have enough information. He also intends to finish polishing an essay for english that is way longer than any essay really has the right to be.","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",0.894054125,NotQuote,
3.10729E+18,"Sitting Here listening To Lady Gaga C:  School Tomorrow For Columbus Public Kiddies,  Didn't Finish My Art Project, I PRAY Mrs.Boggs Doesnt Kill Me,","[0, 0, 0, 6, 0, 0, 0, 0, 0, 0]",0.869018614,NotQuote,
-8.63634E+18,GUNS ARE GUYS ROSES ARE GIRLS SO GUNS N ROSES LOL anyway have a fucking great day fucking bitch sorry 4 my language as im trying 2 tell some bitch out there the person who reads this know it,"[4, 0, 2, 2, 0, 0, 0, 0, 0, 0]",0.903061271,NotQuote,
-5.67317E+18,The third-rate mind is only happy when it is thinking with the majority.  The second-rate mind is only happy when it is thinking with the  minority. The first-rate mind is only happy when it is thinking. â”¬Ã¹A. A. Milne,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.844371774,NotQuote,
4.56305E+18,? And now I realise//I should've kissed you in LA//But I drove home all alone//As if I had a choice anyway~ ?,"[2, 0, 2, 2, 4, 0, 0, 0]",0.886266547,NotQuote,
-8.41478E+17,"Ok, now the AC guy isn't coming cause /they received the wrong part./"" What a bunch of BS. Now we have to wait until Thursday...""","[0, 0, 0, 0, 0]",0.883863094,NotQuote,
-5.69711E+18,"No, it's not a good morning, and it most definitely will not be a good day. Effing Mondays. I hate them!","[0, 4, 0, 0, 0, 0, 0, 0, 0]",0.848003696,NotQuote,
-4.17955E+18,"umm,, i jus really realized how non-intelligent Co-Co Chanel's quotes are.  for example: /In order to be irreplacable you must be different./""  thats jus redundant.""","[0, 0, 0, 0, 0]",0.762841333,NotQuote,
8.78575E+18,"watching Roseanne yay and it's the older season, if I'm not mistaken, the first season, my favorite one! :D and I'm putting together a Christmas gift I made for the house, it's a sentimental type of gift","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.902597267,NotQuote,
-6.1824E+18,I haven't been this scared of myself in a long time..in fact theres only two things i'm truly afraid of but now there's 3. Also two blisters x.x i still have scars from previous ones. Meh party saturday i'm way excited :),"[0, 0, 0, 0, 0]",0.871520124,NotQuote,
-3.75744E+18,"Friend who should not be named: I need to keep friends like these, just on the off chance Hell grades on a curve...","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.899554585,NotQuote,
6.14582E+18,"I really do have some amazing people in my life who make everyday better! My lovely Mummy, Brandon, Katie, Heather, Kyla, Catherine, Madeline, Bethany, Daniel, Travis, Charity, Rachel, Sharon <3","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.821246893,NotQuote,
-2.83203E+18,"Do something too much, it becomes a habit.  Use something too much, it becomes an addiction.  Think something too much, and it becomes a reality.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.816075037,NotQuote,
-2.65239E+18,"Eric did it, so I'm doing it, too. OK, here we go... HOW DID WE MEET? Copy and paste this phrase on your profile after you answer for me.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0.839139214,NotQuote,
-2.78286E+17,"To all my girls from bootcamp: I'm so proud of you all. We made it! Just remember, never stop or get comfortable where you are. Keep on moving and you will truly live. I love you all because we shared something we'll never forget. Keep on pushing forth and taking down all life throws at you...and if your lucky, we just might meet again. Lmao, it never stops xxx","[0, 0, 0, 0, 0, 0, 0, 4, 0]",0.868672114,NotQuote,
3.51914E+18,"the show 'chopped' is both interesting and maddening. Also, I often really dislike at least one of the chefs on it...","[0, 0, 0, 0, 0, 0]",0.85190456,NotQuote,
7.52862E+18,has realised that his sister is now officially cool now she works for SCEE. (At least in a guy sense),"[0, 0, 0, 0, 0, 0, 0, 0]",0.780710548,NotQuote,
3.4594E+18,"Come party with Ardale, Daryl, Derrick, Diego,&  Steven! You won't be disappointed!!! Come one! Come All! No  seriously. We'll be personally insulted & offended if we don't  ...see all you guys come ...out! 201 N Citrus Ave Covina  Location: 3 Vino's! Time:7:00 - 10PM Monday,  August 9th","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.883936662,NotQuote,
-4.02409E+17,has just watched Grave of the Fireflies and really needs a hug. It's the most depressing movie I've ever seen. =[,"[0, 0, 0, 0, 0]",0.86760029,NotQuote,
9.08679E+17,"Everyone, I would like you to bow to me. I have just completed a 4 page essay in 2 hours! BOO YAH!!!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.829977588,NotQuote,
-3.40096E+18,"why does fbook keep on telling me to add ppl i dont even know but somehow share 40+ friends with?? i dont care!! then when i add them, it doesnt even work and it keeps telling me to do it!!! and its always the SAME names!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.853406989,NotQuote,
-3.08389E+18,"got $100 in cash, a $50 ebay gift card, a cute necklace, a charm for my pandora bracelet, ponyo on dvd, $25 to macys, and $10 to barnesandnoble! o, & thanks steph so much 4 the $25 visa gift card!!!","[0, 0, 0, 0, 0]",0.91394668,NotQuote,
-1.82419E+18,"Has been thinking: 1- get them stoned then they wont want to loot anything, they'll be sad they burned down greggs and 2- this solves the problem with there not being enough uni places for all the applicants, because now these t#@t's wont be allowed to go :D","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.871338887,NotQuote,
-6.79111E+18,".We like rodeos and tractor pulls, We ride four-wheelers and shoot guns, We go fishin and huntin, I wouldn't call us tomboys. We're just Country Girls :)","[0, 0, 0, 4, 2, 6, 2, 0]",0.886814642,NotQuote,
-2.39786E+18,"Actually made an EPIC MEAL TIME MAC AND CHEESE dish XD.... turned out alright! O_O CREAM CHEESE, LOX, CAPERS, RED ONION.... so manly, transforms the definition of mac and cheese >:D.","[0, 0, 0]",0.86681178,NotQuote,
6.77215E+18,Thank you ma'dam... You always appreciate me...   I want you to know that I am appreciating you too so much.   Can I have your brain? You're very intelligent! But still very humble.   THANK YOU SO MUCH!  You alwAys make me feel good inside...,"[0, 0, 0, 0, 0, 0, 2, 6, 0]",0.822882052,NotQuote,
-5.69806E+16,"/Can you feel my heartbeat/"" :D I haven't heard this song is so long... I freaking LOVE this song so much! :D :D /""listen to my heart.beat./""""","[0, 0]",0.830794238,NotQuote,
-1.37123E+17,"Augh! SO much homework today, I think I'm gonna die. Maybe what I should do is organize it all into categories based on level of importance and subject... I know schoolwork is important, but I mean it's not like we don't have a life we would like to live ouside of school. It's like the teachers get together and go, /Hey","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.899011043,NotQuote,
4.55738E+18,I feel like something good is about to happen in the not so distant future. Remember you attract precisely what you think.,"[0, 2, 4, 4, 0, 0, 0, 4, 0, 0]",0.849843333,NotQuote,
-4.51323E+18,"I was told by a friend that satire is the worst genre ever. So, I'm thinking about writing a satire! Ideas? I'm thinking . . . high school politics that eventually end in a bloody revolution, where a doomed romance is akin to a war of the gods.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.867652508,NotQuote,
9.03132E+18,"Preparing to beg Dad to go with us so I can go to Barnes and Noble. >.< And I mean BEG!  B- Breaking down into tears if need be...  E- Extreme pleading, on knees if need be...  G- Gnawing at his nerves until he concedes if need be...  As you can tell... I. AM. DESPERATE. AND. AM. GOING. THROUGH. WITHDRAWLS!!!!!!!!!!!!!!!!!!!!!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.856616314,NotQuote,
6.52135E+18,"is everybody in a fowl mood now? I am, teachers are, a lot of people are just in a blah mood. wtf is going on? ugh headache.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.85107388,NotQuote,
-2.4841E+18,There is discipline in a soldier,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.827326557,NotQuote,
5.46335E+18,kids can say some crazy shit...we walked to the store and she saw a bird so she went to go chase it and i told her no but by the time i got my sentence out the bird flew away..i thought the bird was hurt by the way it was laying. so i told her sorry thought the bird was hurt. then she says no mommy the bird is not dead..dead means that your dead on the ground,"[2, 0, 0, 4, 0, 0, 2, 0, 0, 4]",0.91286501,NotQuote,
1.31116E+17,"Look at your team, then look at mine. LOOK at your team, then look at MINE. 35-3 record, Elite Eight appearance, over 2k wins, 7 national championships, and the best fans in the country. Congrats UK Wildcats on a great season. Bring it, haters!","[0, 0, 0, 0, 0, 0]",0.905966483,NotQuote,
-8.93898E+18,"right I'm off - 5am start tomorrow- going home for long weekend. Everyones stay well or get well, have a great weekend xxx","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.859898736,NotQuote,
8.59101E+18,"Asked Thierry bout his change from a bread roll at school, since he took a pound n its only 15p....he said 'i spent it' ........on wot? .........'on a massage'......lol Wtf! A Massage? Bit young to be paying girls for massages xlolx","[0, 0, 0, 0, 0]",0.877675389,NotQuote,
-1.76592E+18,Who's birthday is in 3 days? Mine! And who's more excited about getting their Stratocaster on Saturday than their actual birthday? Me!,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.842788334,NotQuote,
-7.68674E+18,Angry that Everyone is hating on Obama..he is a good president and thats that! We have 2 have another Major debate about that tomorrow! Lunch maybe? Hahaha... Well If u disagree go ahead and comment but be warned...My debates last until u give up! :D Had a great day..but still have HW! X_X,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.919448455,NotQuote,
-1.35449E+18,"It amazes me when a young lady open their mouths to sing and their voice is so big. Like Jennette McCurdy (Sam from iCarly) I got chills when I listened to her cover of /So far away/"" by Carole King","[0, 2, 2, 0, 0]",0.865769854,NotQuote,
5.58002E+18,"The Direct TV guy is coming in an hour and a half to kill my family and I. I mean, to set up our direct TV of course! lol","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.905398438,NotQuote,
-1.84841E+18,I was just listening to the radio and a song came on... After a while I went 'This guys voice sounds like Matt Bellamy' and a minute later I heard these lyrics in it that I thought I remembered. And it WAS Muse.... I feel smart. {For all you people who do not understand... Matt Bellamy is the singert of Muse.},"[0, 0, 0, 0, 0, 0, 0, 2]",0.912857725,NotQuote,
-5.5484E+18,"Gary Numan isn't going to be releasing a new album for a while & neither will Nine Inch Nails. However, Trent Reznor & Gary Numan are going to team up to make music. Awesome.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.864657894,NotQuote,
1.33575E+18,"Like my status, and I'll write you a letter.  Dear______,You have a cute___. You make me_________. You should  be_________. You & Me should___________. I'd get your name tattooed  on my ______. You are ____________. Love, __________. (: lol.","[0, 0, 0, 0]",0.565632348,NotQuote,
-3.90317E+18,"SHIT i have school tomorrow... SHIT, its tomorrow already... CRAP i have to wake up soon... .... .... Oh, hey i'm a senior... Fuck i need to college crap...","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.860963438,NotQuote,
2.56163E+18,"is happy, gas meter fixed... took literally 2 minutes to do after a 3 day wait :// had a gorgeous shower and is toastie warm :D","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.845013313,NotQuote,
-8.41648E+18,"And meeting with a woman who mercy-killed her son then slagging her off behind her back that she got away with it. She gives Christians a bad name. Bet if her and George Bush were fuck buddies and had an offspring, it'd be the 3rd antichrist that Nostradamus is meant to have predicted.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.903922029,NotQuote,
-1.43345E+18,"From the comments on a Lifehacker article about Android phone annoyances: /My biggest problem is that it lets people call me and interrupt my game of Angry Birds. If I'd wanted a phone I wouldn't have bought a small computer./""""","[0, 0, 0, 0, 0]",0.917329938,NotQuote,
-8.92039E+18,"Well done Brazil!!!!!!!  2mmorow all players r going to a sPa... then on holydays to a paradisiacal island with their pockets full of money ... nice company... while fans are sad...doing stupid things...some even cry.  people, think... leave all these bad feelings to them and lets enjoy life xD",[0],0.846158909,NotQuote,
3.46523E+17,"I'm sick of dealing with insecure people who can only say mean things & then attempt to hide their intent with, /I'm only joking./"" If you can't say anything nice","[4, 4, 2, 4]",0.892211148,NotQuote,
8.20634E+18,"What would your liqour do? If it could, it would probably drink you too :P  >>happy cinco de mayo people<< A divertirse los k beban","[0, 0, 0, 0, 0, 0]",0.83474385,NotQuote,
-5.06231E+17,"feeling inert as old wood, called a jerk, not feeling much in the way of companionship. Trashed or trashing? Guilty or guilting? Going to sleep.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.808655092,NotQuote,
-5.52832E+18,Met up with Vitico and Yeslenny the day wad pretty cool... I've also been listening to Nirvana most of the day and I know who to blame :),"[4, 2, 0, 0]",0.876034901,NotQuote,
-6.16051E+17,Cole Haan  Ontario Mills  75% off entire store  High heels with Nike Air insoles built in  $171 shoes = $47  AWESOME!!!,"[0, 0, 0, 0, 0]",0.910402648,NotQuote,
-2.24924E+18,"Ate Tene Delacruz, I listed you as my mother because you're right, they're all b*tches and wh*ores and you're like a mother when you told what I should do and that the CTF and TAFW family is at my back.Thanks :)","[0, 0, 0, 0, 0, 0, 0, 0]",0.741605644,NotQuote,
6.31726E+17,trying my best to record sme chinese hw report thing but a certain SMEBODY in the living room keeps laughing off her head causing the whole recording to go HORRENDOUS!!!!!!!! i feel like slapping her...seRiously....i finally managed to save it perfectly b4 laughs eruptted to my mic! SHEESH,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.881758896,NotQuote,
8.59997E+16,I need to make a blog. I know people wouldn't read it but it would help me organize my thoughts when i'm bored.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.812482381,NotQuote,
-2.79133E+18,"Who knew research could be interesting? I'm actually enjoying this project, even if it is going to take forever to finish.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.891683339,NotQuote,
5.31658E+18,"- You can wake the dreamer out of the the  dream, but it'll be a cold day in hell before you take the dream out of  the dreamer.","[0, 0, 2, 0, 0, 4, 0, 0, 0, 0]",0.898881902,NotQuote,
4.64154E+18,"For everyone learning (or who already knows how) to drive: always, always, always INDICATE when you're making a turn. Or, if you forget, don't then have the gall to honk at the cyclist you run into turning left.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.890400429,NotQuote,
-8.72523E+18,"is officially done with the apartment..while there are boxes here screaming for attention, I'm taking solace in that fact right now :) What a long year it's been..","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",0.88712957,NotQuote,
-2.90068E+17,I love my daughter... She is such a good girl. Keeping her in the room with us tonight after I had a nervous breakdown lastnight cuz I felt bad sending her to the nursery. I think we'll all sleep better with her closer to mommy.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.87062919,NotQuote,
8.66457E+18,"so I'm only halfway done with my paper, but I'm already starting page 3...I have a feeling that this is going to be about 10 pages long. -_-","[0, 0, 0, 0, 0]",0.812165009,NotQuote,
-7.49551E+18,The haunted house was pretty good. We went to the one at Wattsburg Rd and Norcross. Jess and I were screaming our heads off and the guys were only spooked a couple times. It was a great night with friends and thats what makes it best! <3 =),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.871624911,NotQuote,
-4.10919E+18,Im so tired and depressed. Stephens birthday this coming Wednesday. He would be 25. I miss him so much and I cant help wondering what hed be doing with his life if he were still with us. Its really sad.....,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.901539092,NotQuote,
