hash,text,count
-2722667393518268724,"If I got another chance I will prefer to be a non-complicated nonsense person in place of,an intelligent confuse far from every one like a serpent.-no copy right for my intelligent fellow.","[0, 0, 0, 2, 4, 0, 2, 0, 0, 0]"
-8298795359496724188,"Just looked up Paranormal Activity 2, the movie thats coming out in october...safe to say i wont be going to see it","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6302264367440503185,"Frailty, punity. Why thou danced with such eloquence? Wary, be wary. Whose owning thee? 'Tis malevolent? 'Tis benevolent? Eternity, serenity. Let there be for what is ever without.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2264969948797577450,"reeeeeeeeeaaaallllly didn't want to wake up so early, but since the cat just threw up on my bed I didn't exactly have a choice. XP","[0, 0, 0, 0, 0]"
-5468334587456003420,I'm so sick of the tension Sick of the hunger Sick of you acting like I owe you this Find another place to feed your greed While I find a place to rest,"[4, 8, 2, 4, 8, 0, 2, 0]"
-5344335670724874750,"wishes y'all a amazing 2011, full of honest love, good friendship, real fun and happiness. Thanks for sticking by me through a tough 2010!","[4, 0, 0, 0, 2, 0, 0, 0, 0]"
7616306273999923991,"PM- We are sending Indians to moon next year...   Obama- OH! how many ???   PM- 100  ............25 OBC, 20 SC, 15 Relatives of Politician s, 15 ST, 10 handicapped , 5 Sports quota , 4 minority&  if possible  1 Astronaut. ......  Put it up as ur status if you're against reservation","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-7509737559648044366,Boiled eggs are disgusting. Bunny rabbits are cool though. Official verdict on whether or not Easter should continue being targeted as a good holiday not yet in. Reeses peanut butter eggs lean me towards thinking it is okay. Zombie Jesus is a pretty cool guy.,"[0, 0, 0, 0, 0]"
5371947508409727269,"helped send another 100 cars through McDonalds drive thru in an hour again today. Now, how many ppl can you feed in an hour?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3000062611883159138,"Stephen, today youd be 25.... I cant believe it. Youve been gone almost 8 years and it still feels like yesterday that you were coming home from the hospital as a little baby! I miss you unbelievably!! Happy Birthday to you! I hope Heaven is throwing you a party! <3","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-4521083254383691987,Ingrid Ch: Innocence being tainted & ULTIMATE ASIAN  Lisa Cheung: Someone I don't wanna punch 8D  Joy ?? Jeon: ULTIMATE KPOP ASIAN  Brandon Tuttle: Older brother type  Kyle Petty: Spazzy kid across the street... -.-  Jennifer Choi: Spazzy K-pop2PMYaoiJayParkFan,[0]
-5167703433415547134,"Downloading 'Last Chaos', which is something I really want to play. The only problem is that it requires a broadband connection and DirectX 11; both of which I do not have. But I'm going to see if I can force it. >:P","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-630642289369766930,"is not trying to be a nuisance. He just thinks we, as Christians, can do better than this. That's simply his two cents. ...You can take it or leave it.","[0, 6, 2, 0, 5, 0, 0, 0, 0, 0]"
-1729801566416484723,"Can you say 'Peter Piper picked a peck of pickled pepper, a peck of pickled pepper Peter Piper picked. If Peter Piper picked a peck of pickled pepper, wheres the peck of pickled pepper Peter Piper picked' fast?","[0, 0, 0, 0, 0, 0, 0]"
8625478436096594293,"Life is meaningless only if we allow it to be. Each of us has the power  to give life meaning, to make our time and our bodies and our words into  instruments of love and hope.","[1, 4, 8, 6, 0, 2, 2, 0, 4]"
3012912247509566241,MAN...I'M A BIT FREAKED OUT! HOW CAN I BEND MY FINGERS BACK SO I CAN TOUCH MY WRIST? THOUGHT THAT TOOK LOADS AND LOADS OF PRACTICE AND I HARDLY EVER DO IT! 1 WORD...CREEPY! I MEAN I ALWAYS KNEW I WAS FLEXIBLE BUT NOT THAT FLEXIBLE!,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
-2341349282841928266,"Once you agree upon the price you and your family must pay for success, it enables you to ignore the minor hurts, the opponent's pressure, and the temporary failures.-- Vince Lombardi","[3, 2, 4, 4, 4, 4, 0, 0, 0, 0]"
8106371602002966253,2//2 ng 2 help u. U r alone in the world. Do it urself. U got urself in the mess-get urself out. Seems bout right to me.,"[0, 4, 0, 0, 0, 0, 0, 0, 0]"
-7219719212786998733,Happy Birthday Mommy!!!!!My 2nd And True Love.....Thank God I Have You For A Mom And I Sooooo Appreciate You...Even Tho I'm Sure Feel Sometimes Otherwise......I'm Still Learning Not To Take Advantage Of The Ppl We Love Because They Wont Be Here Forever......N Other Wordz LOVE YOU!!!!!!,"[6, 0, 0, 0, 2, 0, 0, 0, 0]"
-2745070289194120544,F F F F F F Friday!!!!! thank f f f f f f f f f f f f Goodness for that!!!!!,"[0, 0, 0, 0, 0, 0, 0, 0]"
-1214556604306911068,"/All propaganda has to be popular and has to accommodate itself to the comprehension of the least intelligent of those whom it seeks to reach. /""""","[3, 0, 0, 4, 4, 0, 1, 4, 8, 0]"
8511179788306938109,"/I'm not going to give the device to Isobel so she can give it to John who's going to turn around and kill me... I like being a living dead person/"" xD""","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
803049451740413581,"I'm really glad that when my brother comes up with his great ideas he leaves me out of them and talks his friends into it instead, can't help laughing till I cry with them some times.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4738834404079409705,"sometimes, no matter how much i someone ,  it's still wiser not to have that person back again,...  less tears,  less pain,  much better..=)   gudnyt...:)","[0, 6, 0, 0, 2, 0, 0, 0, 0]"
-2041214451516867648,"really being hit hard by what going on in Japan today, can't believe they may still face more disaster. Wanting to help whatever way I can, and wishing that wasn't so limited. keep praying guys","[0, 0, 0, 0, 0, 0, 0, 2, 2, 0]"
-4102510345537449195,"I love you, thesaurus. Without you, life has no big words. Without you, english would be piled with crap. Without you, I wouldn't understand shit. Marry me?","[1, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
4735118178958906873,I hate waiting for people. Especially when the exact opposite of what you were waiting for happens.  FML.  Time to move on //:,"[3, 0, 0, 0, 0, 4, 0, 0, 0]"
1291692524678738719,lol ronnie in eastenders in the police cells... Since when do they have pillows to rest your head on in the cells?? haha.,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
6934889098693266771,"Right now there in a'bad comedy of errors is going on,I'have to go in my class so,please somebody inform me about result of the match.","[0, 0, 0, 0, 0, 0, 0, 0]"
-3120322950656838732,"*WAUW! last night I was really bleeding from the inside...when I wake up this morning, my hand, my pillow, and my bed were all under blood...I went straight to the bathroom and began to spit...I looked and said to my self...hmmm it's red XD*","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
-1219161875407789695,"you know, i skipped all of presentation when i was in PTE. and now, i have to do a presentation for my PHASE TEST. nicee ~~ skip, fail lah jawapannya.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3660142623829942811,"Dislikes when life is black & white. Either everything is great, or everything sucks. Why does the happy-medium seem so rare? Freakin makes me mad >:(","[0, 0, 0, 0, 0]"
7178448489367462241,i'm single. i'm done fighting for someone who doesnt care for me the last 3 weeks. accuse me. i'm done. i'm walking. i shouldnt be waiting for something thats not going to happen. my heart isnt a toy to fuck with. go play with some ones else. mary chrstmas to me in like 3 days.,"[0, 0, 0, 6, 2, 0, 0, 0, 0, 0]"
9201262744669458599,"3 Straight Days of watching Criminal Minds on Tudo...  Now I see serial killers everywhere I look! My Gods, I know it's not good for my mental health but I can't help but watch this damn show! XD","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5535352328806128246,"Me: If aliens are real, I hope they eat you. Not just harvest your organs, but EAT you.  Grams: You drank my coffee this morning didn't you?  Me: ........ YOU'LL NEVER TAKE ME ALIVE!!! >:D","[0, 2, 0, 0, 2, 0, 0, 0, 0, 0]"
568218393992086876,"Life is a waste of time, time is a waste of life, get wasted all the time and you'll have the time of your life!","[3, 3, 2, 0, 2, 2, 4, 0]"
-3027248605909219231,I'm tempted to set my alarm for 12:03 to cherish my last minute as a 13-year-old.. but why would I do that? YAY FOR NOT BEING 13 ANYMORE! ... almost. GOOGNIGHT.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4353459627892278854,"Time pays us but with earth & dust, and a dark, silent grave.  Remember, my child: Without innocence the cross is only iron,  hope is only an illusion & Ocean Soul's nothing but a name...  The Child bless thee & keep thee forever","[2, 2, 8, 4, 4, 6, 0, 6, 2, 1]"
2630855984295246986,ladies and gentleman please answer this honestly everyone do you think i am a scum bag and why or why not,"[0, 4, 2, 0, 0, 0, 0, 0, 0, 0]"
5905824689513438339,"has spotify because I was patient and good and waited I'm allowed 20 hrs every month because I'm good and nice and spotify loves me for being me, but would love me more if I paid apparently","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-246178612739472049,"Damnit man, my phone is literally a piece of crap! |=  I most definantly need a new one as soon as possible!?","[2, 0, 4, 0, 3]"
2204840371014627770,Ok I guess I don't really hate the fb changes. But c'mon...what was wrong with the layout before? Time to have a talk with Mr. Z...,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
783113245690467480,"You can have a skittle, a mento, or a sweet tart.   It ain't no riddle, you don't need an id card.   It's not illegal, it might give you some cavities.   It's kind of little, I'll take a handful if you please.","[4, 2, 4, 2, 0, 0, 0, 2, 0]"
-383709484329935409,I jumped on a noodle in line at the bank because Im sexy and I do what i want....dont ask haha xxx,"[2, 0, 8, 6, 2, 2, 2, 0, 0, 0]"
6401523364366415902,"Taking a break from noveling to start dinner! Currently at 22,119 words. So far my favorite character to write for is Kennin, the main female's guardian. He's come out so whiny, haha. Also, my new profile pic is super amazing, look at it and be awed.","[0, 0, 0, 0, 0]"
-9021496438064018688,"Some cheat day. I'm the one who got cheated. Ugh. I earned my sleep today. That being said, Kyle Brown is the best driver in the world. Lol","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
9159220468161003256,"So apparently some people think I don't talk very much on facebook, (or in real life, but I know that's true)..","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3761553278671649530,I'm such a lucky gal. I have mega awesome friends that always help me in my times of need. thanks guys,"[2, 0, 0, 0, 0, 0, 4, 0, 0]"
2942384415717658295,"In celebration of Valentine's Day, post a picture of you and your significant other as your profile pic for the next week. If you have one, post a wedding pic. Post this as a status update and leave a comment stating how long you've beentogether!??","[4, 0, 0, 0, 0, 0, 0, 0, 0]"
7365409277584999692,Pussied out on the smoking thing.Maybe Ill be better tomorrow.I'm so sick of bein sick.Well paper route soon then bed.Don't bother txtin.I'm turnin off the celli until I can smoke again.,[0]
-6486856450923751888,We say yeah // with fists flying up in the air  Like we're holding onto something that's invisible there  'Cause we're living at the mercy of the pain and fear  Until we dead it // forget it // let it all disappear,"[4, 8, 2, 2, 4, 4]"
-4285336311045638407,"┬ôWhen you do nothing, you feel overwhelmed and powerless. But when you get involved, you feel the sense of hope and accomplishment that comes from knowing you are working to make things better.┬ö ~ Unknown","[1, 4, 4, 2, 4]"
-7232379082794222682,"There's only artificial light here. My flaws hide well here. I used to be afraid of cluttered noises. Now, I'm afraid of silence. Fill this space, idle words. I'm scared to death of light and silence. Jesus, kill me inside this. Raise me up to live again like You did. Like You did. -Flyleaf, /In the Dark/""""","[8, 4, 6, 0, 4, 2, 5, 8, 2]"
-8641402535768239875,"6-I LOVE YOU TOO, you know this :] but hey, I'm going out to lunch on saturday for my birthday.  I want you there :]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
-4801370694883733917,"/The steadfast love of the Lord never ceases; His mercies never come to an end; they are new every morning; great is Your faithfulness./"" Lam 3:22-23""","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2407465968154360619,"Rain, come down, and fall forever Drain, the dirt, into the wasteland Pray, for sound, to quiet the howling Feel, no shame, too brave Feel, afraid, to wait forever Kneel, to fade, the day's corrosion Crawl, depart, towards perdition Gray, the part, the bruise within you Feel, no shame, too brave Feel, afraid, to wait forever Forever Feel, no shame, too brave Feel, afraid, to wait forever","[2, 4, 4, 3, 5, 5, 8, 0, 0]"
8814205376545953856,"Oh give me a meal, where the potatoes peel, where the beer and the canteloupe play... anybody got suggestions for the rest??","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4390059725221552641,/The  most intelligent people disguise the fact that they are intelligent.  Wise men do not wear nametags. The more people talk about their own  skills,"[1, 1, 4, 0, 6, 0, 0, 0]"
7060769434135906462,Nice evening- dinner catching up with a school friend and killed sometime at hell aka Wal-Mart :P I'm ready for St Patty's Day!!,"[0, 0, 0, 2, 4, 0, 0, 0, 0, 0]"
-5307709281176861417,"Everythings geting cancelled on me today... Which wouldn't be an issue if I hadn't been looking forward to a busy, productive day... Aahhh well... Time to work on those assessments... *sigh*","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
6420229243079861795,"At last a thunder storm, about bloody time too that humidity was making me even more dippy in the head than usual","[0, 0, 0, 0, 0]"
-874423887406222168,This test indicates your attitudes towards your parents.   You don't want your parents to interfere with what you are doing.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-4503009696104314284,I have the best boyfriend in the universe :) He told me the sweetest thing anyone has ever told me! I love him :),"[0, 0, 0, 2, 0, 0, 0, 4, 0]"
-3608486503651247033,"Thanksgiving in the hospital...sucked, but am out now and feeling much better. Blood sugar's pretty much normal for the time being, dr's appt is on the 8th. I'mma have to be careful with my foodstuffs, but I'm just happy to be able to eat real food again. Broth for dinner on thanksgiving blows!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5491623629168047180,I swear to God I am going to shove q-tips in my ears if I hear one more moan coming from my mother's room >.<,"[0, 0, 2, 0, 0, 0, 0, 0, 0]"
-372201921710995596,"Another Sunday lol >:( but going to make the angel food candy stuff, and hopefully this time it doesn't frickin burn like the last 2 times, Mom is going to buy a different candy thermometer to see if the one we have is faulty","[0, 0, 0, 0, 0]"
715653348130014481,satisfied his lil' sisters description of the faith in swine is adequate to define a rediscovered religion. MMMMMmmm Bacon. ( check out my info page to clarify this reference),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-2363702839192638527,"INSTRUCTIONS: Go to your profile. The top 5 friends that are in the left-hand sidebar are now your team in the upcoming Zombie Apocalypse. No refreshing over and over to pick and choose! That's cheating!   My team: Alec Nielsen, Bronson Fife, Mike Benson, Maddi Lynn Radford, and Tay Swenson","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-5123594329007285472,"sitting round me aunts and shes wanting to terrorise my facebook pals....xlol as she said, thats life! sorry peeps if she gets hold ur profile but shes lovely really xxxxx","[0, 0, 0, 0, 0, 2, 1, 0, 0, 0]"
-8472971878391769606,Course materials have arrived. Everything starts November 6th - now I'm getting butterflies - what have I let myself in for?!,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
2663378480849830593,When I see your face There's not a thing that I would change Cause you're amazing Just the way you are <3 I love him so much!,"[4, 4, 2, 8, 0, 2, 8, 4, 0]"
-4970942823120876240,"*Aoccdrnig to a rscheearch procejt at Cmabrigde Uinervtisy, it deosnt mttaer waht oredr the ltteers in a wrod are, the olny iprmoatnt tihng is taht the frist and lsat ltteer be in the rghit pclae. Tihs is bcuseae the huamn mnid deos not raed ervey lteter by istlef, but the wrod as a wlohe!*","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1891359346346083980,"Man this year has just flown by! I realize that there are some people I am going to miss and wish I would've been more out going so I could've known them cause they seem like pretty awesome people... A lot of choir people(seniors) will be going away and I will miss them, even though I don't really know them...Peace, Love and Music!???","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3001586915251289536,"is sick of hearing about Charlie Sheen. Its sad. The guy needs professioal help, but its doubtful he'llget any, beause he doesn't think he needs it or want it and he's surrounded by leeches, enablers, and others who don't want to derail the gravy train, because he's a famous actor.His family needs to step in and 302 his bipolar ass.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6455010934038256870,"I have the gift of speed. Quick feet, quick thinking, and if you put something in my hands, my fingers spark. I only wish it didn't make everyone else seem too slow to wait for.","[0, 0, 2, 4, 2, 0, 0, 0, 0, 0]"
7496273344441974218,"Youknow, you already got a divorce. I don't believe /quality time and a free meal because you needed a gallon of milk/""","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-7063632001357962125,"I need a haircut, but she's out of town, so no haircut. I'm in a play tonight, so I get to be in a play looking like I need a haircut. Yea. BTW, come to the play tonight. 8:30 PM at Ball State's Student Center","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
506209615158861490,"So  where are all the /Save the Gulf/"" concerts? Where are the T.V.Benefits  with celebrities and musicians giving heart felt speeches on the  poor fisherman","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
5209345216724354816,Funny how you can come so far and yet really you havent gone any fucking where really. Its time to finally get some answears because im not living like this any more.,"[2, 2, 2, 6, 0, 0, 4, 0, 0, 0]"
-6977480819515413536,"This is a new one. I blew my candle out on my birthday banana? lol I love ya, Danielle. You are one of a kind.... In our house, weird is awesome. Dont yall forget that! lol <3 =)","[0, 0, 0, 4, 0, 0, 0, 0]"
-770251868256879645,"Bawww,   Lets Just Say The Hair Dresser Will Fix My Hair AFTER SCHOOL,  I Fucking Hate Everything About My Hair Right Now,  It Looks Like Shit,  Hopefully The School Will Let Me Keep A Hat On All Day,","[0, 0, 0, 4, 2, 0, 0, 0, 0, 0]"
4140786089576723680,Day 7129: still no internet. Getting really hard to do college things... If I get up early and stay really late... I can work everything in.,"[0, 0, 0, 0, 0, 0, 0]"
797242373603347534,"taking it easy ......... After all it is a new day and things can only get better.......... I saw him last night and he was nice, ! over it in my head it's just taking my heart time But I the less I see of him the stronger I become!","[2, 4, 1, 1, 1, 0, 1, 0, 0]"
3131715459622327428,omg! a freaking eagle flew ten feet above my head! i heard the wind wooshing from it. man thats powerful. lol,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-861493828906674463,"Hey, open wide here comes original sin. It's alright, it's alright, it's alright, it's alright. No one's got it all. Power to the people. We don't want it. We want pleasure.","[4, 2, 5, 2, 8, 8, 0, 0, 8]"
-5246462477811903774,"Thank you car for dying and making me miss my lifeline shift, my doctor appointment and centrelink appointment and if you are still dead tomorrow work.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1503153366230381269,"Life is too short to wake up with regrets. So love the people who treat you right. Forget about the one's who don't. Believe everything happens for a reason. If you get a second chance, grab it with both hands. If it changes your life, let it. Nobody said life would be easy, they just promised it would be worth it. Post to your wall if you agree!","[4, 1, 4, 0, 2, 0, 0, 0, 0]"
4542864297651311591,Mother Nature is such a tease...giving a day like Spring...but will she crack her whip with a snap of winter's cold? Only the Ground Hog Knows.,"[0, 0, 0, 0, 0, 0, 0, 2, 0]"
-2305750069767400238,"has always been told /if you can't say anything nice don't say anything at all/""....now you know why I have been so quiet lately....""","[0, 0, 0, 0, 0, 0, 0, 0]"
-2826884057307975554,"To all those people doin' lines,  Don't do it, don't do it.  Inject your soul with liberty,  It's free, it's free.   To all the kids with heroin eyes,  Don't do it, don't do it.  Because it's not not what it seems,  No no it's not not what it seems.   Salvation, salvation, salvation is free.  Salvation, salvation, salvation is free.   The Cranberries - Salvation","[0, 4, 0, 0, 0, 2, 0, 0, 8, 0]"
3673578828139637148,"hates her college life. I feel like a 35-year old who has to take online classes due to taking care of 3 kids and and having a full-time job Except I'm not 35, have no kids and no job yet. Please let me experience college life the way that an ACTUAL freshman should! Let me dorm! Let me join clubs! Let me watch college sports! Let me rush into a sorority! Let me get involved in campus life! I'm so transferring to UNLV","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8092400828375598039,"I just feel stuck. I'm in this place, between my future and my past and I'm not sure which one I want more.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8037617358723838431,You know i appreciate the finer things but its not what makes me happiest baby (i can do without it babe) your tender lovings more than i can handle neve,"[0, 4, 0, 4, 2, 0, 0, 0, 2]"
-6407338770033576360,Disconsolate (Disconsole it): To remove the functional unit of a gadget,"[0, 0, 0, 0, 0]"
3703810497774361928,"Gahh, I'm so dumb sometimes! No lie. I hate when you get those freaking blonde moments yo! Lol. It's all good though. :D","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2918139188099753719,"Never rush in love for it never runs out. Let love be the one to knock at your door, so by the time you start to fall, you know that your feeling is for sure","[4, 0, 6, 2, 4, 0, 0, 4, 0]"
9143457196285236946,I am trapped in this shit whole and I feel like ripping off all of my flesh. get me out of here,"[0, 1, 1, 2, 0, 0, 4, 2, 2, 0]"
-2826568186852842518,"I'm soapy, I have astro turf in places it doesn't belong, and i had to sit through math like that. I couldn't be more happy","[0, 0, 0, 0, 0, 2, 0, 0, 0]"
-4727632586830282804,/The world's a headmaster who works on your faults. I don't mean in a  mystical or Jesus way. More how you'll keep tripping over a hidden step,"[1, 4, 0, 0, 0, 4, 0, 0, 0, 0]"
-7263911413518385468,Been a long time since a mood like this. Just bought a new pack of pens and i'm ready to put a burden on this ink.,"[4, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
-6172618013047301004,Pie and ice cream is the PERFECT end to any Valentines day..don't know that the Val Kilmer 'horror movie' adds or detracts..,"[0, 0, 0, 0]"
-852678370305923105,"Those who died are justified, for wearing the badge, they're the chosen whites. You justify those that died by wearing the badge, they're the chosen whites","[4, 4, 4, 4, 0, 0, 0, 2]"
4718871051438810558,"filling out that college board thing for the SAT made me die a little inside ; lmao, Melissa Stein, who even studies british history in america. <3","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8860390066406473575,"contemplating planting some explosives in my @#$&!@$ Volkswagon. German engineering my ass. Never.... never buy a VW .... If this thing wasn't free it would have a reckoning with the angry, stranded Aletha who's had to be towed every couple of months for the last two years ><","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-5683597334078568159,studying while waiting for my next class....even though I wish ppl were here its prolly a good thing so I won't be distracted....that's life.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-5138879709836728589,Um ok weird i went to bed with only 60 contacts in my phone than i woke up with 97 in there tht is creepy  ~Blacky black~,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1658333945726430344,yess... i did make a facebook page for my cati...i do realize how stpid that is... but i was bored ok...he wants you to add him... Noodle LeGault,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-8364370547550300844,"9: I like that despite everything you've been through, you remain a very positive person. You have your ideals and your goals, and you stick to them. You bring something good to the world =) And you give excellent advice, and you're a great friend :)","[0, 4, 4, 0, 0, 0, 0, 0, 0]"
-4120057631391518965,It is currently raining. Rainy days make me want to not do anything but I have so much work....Maybe I'll make some cocoa and relax for a bit first though,"[0, 0, 0, 0, 0, 6, 0, 0, 0, 0]"
-4412142588971109082,"It is time to reconsider my impedimenta - \im-ped-uh-MEN-tuh\, (noun:Baggage or other things that retard one's progress) and dispose myself of it.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-7311991868762063089,had a late night last night expecting company this evening dinner is still a mystery aww well we will see if i feel like cooking later. it maybe a fend for your self night woo today is ganna be awsome,"[0, 0, 0, 0, 0, 0, 2, 2, 0, 0]"
2607935494253262625,"My Patronus is a Fox. Your patronus takes the form of a Fox. Clever, discreet and sneaky when necessary, a fox uses his cunning and wit to his advantage. Like a fox, you are very intelligent and are particularly street smart.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3283356015479279832,"Happy Thanksgiving!  Hmmm, what am I thankful for? I'm thankful for my health and happiness, my amazing friends, my adorable brother, and my parents who buy me stuff :D","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
-2830069190550522994,"My schedule  1. Study hall  2. Phys Ed days 1,3,5  2. Study hall days 2,4,6  3. English  4.independent living  5-6 computer programming.  7-8 college prep physics  9 lunch  10 College prep american gov// Econ  11 College prep algebra 2","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3025612992026869798,"i didnt mean to but i had to theres no other way it would have stopped, thats how much it bothered me","[4, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
6437053200592699540,HEY! what up brooke? havnt seen you or jacob in so long. I miss you guys. What did you have done to get stitches BRooke?,"[0, 0, 0, 0, 0, 0, 0, 0]"
-9113100851114487368,"5 DEADLY TERMS USED BY A WOMAN.  (1) FINE -this is the word women use to end an argument when they know they are RIGHT & YOU need to SHUT UP.  (2) NOTHING -means SOMETHING & u need to be WORRIED  (3) GO AHEAD -this is a dare, not permission DO NOT DO IT.  (4) WHATEVER -is a woman's way of saying F**K YOU.  (5) THAT'S OK -she is thinking long & hard on HOW & WHEN you will pay for your mistake","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6944548692845548605,"Send Prayers out to my Cousin who unfortunatly lost her baby girl on Sunday. This is a very sad loss to our family. I could not sleep after hearing the news, all I could think about was my little girl sleeping in the next room and litte Rhyleigh sleeping in heaven.","[0, 0, 0, 0, 0, 0, 0, 0, 4, 0]"
7797465867646501289,"All alone in H205. Co-worker has left for class and the other one never showed up. 3 out of 4 printers are not working. A woman is about to print out PowerPoint slides that will slow down the printer and cause the line to get really, really long... I'm just gonna go hide under the desk as the chaos and destruction spreads while tears and temper-tantrums flare up. I am so scared.","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-7749457269601015129,"And thats why i say  Oh no, not for me, not for me  Call it torture, call it university  No, arts and crafts is all i need  I'll take calligraphy and then i'll make a fake degree  Dont get excited, she'll say /no/"" without a doubt you see  And ive decided college girls just wont go out with me  They make me nervous and they always catch me off my guard  Like cell phone service i drop out cause college is too hard  --Relient K""","[8, 4, 0, 2, 0, 4, 0, 8, 2, 0]"
4960742279617291581,"- You are entering the vicinity of an area adjacent to a location. The kind of place where there might be a monster, or some kind of weird mirror. These are just examples; it could also be something much better. Prepare to enter: The Scary Door.","[0, 0, 8, 0, 4, 2, 3, 0]"
2884219945949116741,Had an interesting day... Ok so today i slept pretty much all day then I hung out at sammies with aly. before that i was hanging with Kas and Cassie outside for about 10 mins. I still have all my hw to do! GAH...Tomorrow will suck....,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4224403421921824570,"woke up this morning with air in her lungs, a beat in her heart, and her best friend in the whole world laying next to her. Life is as it should be.","[4, 0, 4, 4, 0, 0, 0, 0, 0]"
-447259160632744748,Charlie Charlie Chuck Chuck Chuck Went to bed with two white ducks. One died. The other Cried. Charlie Charlie Chuck Chuck Chuck,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
-3397775804626562458,"94: I hate you. I wish I had never met you and I don't ever want to see you again. You annoy me more than any other human being on this planet and in my personal view, I think you're a terrible person. I'm aware you're good at certain things, and in some ways you are commendable, but you are so arrogant that I wish I had never met you.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
-6390780095768225859,"sometimes its the little things in life that makes a person smile, like crazy notebooks and weird pens, but that's me :) off to work till 10.","[2, 2, 6, 3, 2, 2, 0, 0, 0]"
-4019841383476614738,Argh why is it when daddy is away the children will drive me insane!!!!! Little Schala just keeps screaming for her daddy and there is no consoling her . . . .,"[0, 2, 4, 0, 0, 0, 0, 0, 0, 0]"
611867092819743421,Baby girl has a cold... and an ear AND eye infection. :( Mickey sounds like he's catching it too- luckily the promptcare doc was cool and gave us extra ammoxicillan (sp?). Is it really only Tuesday??,"[0, 0, 0]"
1887395634372146443,and time to go back to endure the heat of the hottest day of june like some sort of roman god,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0]"
2802946153390953903,"A strong person is not one who doesn't cry.  A strong person is the one who knows  How to be quiet, shed a tear for a moment,  And then pick up his//her sword and fight again.","[0, 2, 4, 4, 4, 0, 0, 0, 0]"
6768599465345900521,Babies are sleeping...for now. It's really quiet for once. Well don't know how long I'll be on. Txt it if yah wanna.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
