,hash,text,count,cosineSim,label
119,-5.70E+18,"No, it's not a good morning, and it most definitely will not be a good day. Effing Mondays. I hate them!","[1, 5, 1, 1, 1, 1, 1, 1, 1, 0]",0.848003696,0
120,-4.18E+18,"umm,, i jus really realized how non-intelligent Co-Co Chanel's quotes are.  for example: /In order to be irreplacable you must be different./""  thats jus redundant.""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.762841333,0
121,-1.30E+18,"Here's to the rubble, a brick through every window, a casket buried six feet deep for everybody's hero. Here's to our lives being meaningless, and how beautiful it is because freedom doesn't have a purpose!","[1, 1, 7, 1, 1, 1, 1, 1, 0, 0]",0.986503427,1
122,7.96E+18,"Nothing others do is because of you. What others say and do is a projection of their own reality, their own dream. When you are immune to the opinions and actions of others, you wonÌ¢‰ÛåÂÌÄ‰ÛÊt be the victim of needless suffering. ~ Don Miguel Ruiz, THE FOUR AGREEMENTS","[3, 1, 1, 5, 5, 0, 0, 0, 0, 0]",0.960982068,1
123,8.79E+18,"watching Roseanne yay and it's the older season, if I'm not mistaken, the first season, my favorite one! :D and I'm putting together a Christmas gift I made for the house, it's a sentimental type of gift","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.902597267,0
124,4.77E+18,"[I][B] [//] [//][I][B]An oil field hand is missing his family while providing a service that keeps you on the road and with many comforts of the modern age. In the minute it takes you to read this, oil field workers are working hard while sweating out a living for their families. It's /Oil Field Workers' Appreciation Week./"" [//] [//] :bravo:""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.949057333,0
125,-6.18E+18,I haven't been this scared of myself in a long time..in fact theres only two things i'm truly afraid of but now there's 3. Also two blisters x.x i still have scars from previous ones. Meh party saturday i'm way excited :),"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.871520124,0
126,2.33E+18,"A facebook challenge...During this couple of weeks before Easter, I am out to prove that my friends will repost, I hope I am right!!! Easter is not about bunnies, chicks, or chocolate eggs. Let's lift up God's name and make a statement!! When Jesus died on the cross he was thinking of You and Me. If you are not ashamed to call Jesus Christ your savior, copy and repost","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.937409312,0
127,-7.41E+18,I am so depressed and so angry at my life right now. I just want it ALL to go away. I want to roll up in a corner and fall asleep forever. I am so tired of disappointing everyone and disappointing myself. I am tired of making everyone's life harder... in 2 days I will be 24 and I have accomplished NOTHING. All I want is to make everyone happy... but you can't make EVERYONE happy. Why's life so freakin hard?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.921577274,0
128,-7.72E+18,"Facebook NEIGHBOR APPRECIATION DAY ! If you appreciate your gaming friends for all their help & moral support they give you, then let them know by posting this on your wall. I truly appreciate my friends ... without them this wouldn't be nearly as much fun. I have GREAT neighbors, Thank you all -- you are the best","[1, 4, 1, 1, 1, 1, 1, 1, 1, 1]",0.924986803,0
129,-3.76E+18,"Friend who should not be named: I need to keep friends like these, just on the off chance Hell grades on a curve...","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.899554585,0
130,6.15E+18,"I really do have some amazing people in my life who make everyday better! My lovely Mummy, Brandon, Katie, Heather, Kyla, Catherine, Madeline, Bethany, Daniel, Travis, Charity, Rachel, Sharon <3","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.821246893,0
131,-2.83E+18,"Do something too much, it becomes a habit.  Use something too much, it becomes an addiction.  Think something too much, and it becomes a reality.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.816075037,0
132,-5.12E+18,"On Sat, July 24th at 4pm theres a benefit for Terrell Maxwell at On Deck. Next to the softball fields on 11th and 12th in Hess. Everyone come out and donate! The benefit is to help cover the cost of funeral expenses... Please pass this on! RIP Terrell - Youll never be forgotten!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.926908947,0
133,-2.65E+18,"Eric did it, so I'm doing it, too. OK, here we go... HOW DID WE MEET? Copy and paste this phrase on your profile after you answer for me.","[1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",0.839139214,0
134,5.62E+18,"I went out with a zombie vampire (Dante), Joker (Doug), Fairy Princess (Keili), Jack Sparrow (Andrew), and The Wicked Witch of the East (Schala). What a night got tons of candy to check for razor blades and poison ;) ;) Goodnight my loves <3","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",0.951972173,0
135,-2.78E+17,"To all my girls from bootcamp: I'm so proud of you all. We made it! Just remember, never stop or get comfortable where you are. Keep on moving and you will truly live. I love you all because we shared something we'll never forget. Keep on pushing forth and taking down all life throws at you...and if your lucky, we just might meet again. Lmao, it never stops xxx","[1, 1, 1, 1, 1, 1, 1, 5, 1, 0]",0.868672114,0
136,3.52E+18,"the show 'chopped' is both interesting and maddening. Also, I often really dislike at least one of the chefs on it...","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",0.85190456,0
137,7.53E+18,has realised that his sister is now officially cool now she works for SCEE. (At least in a guy sense),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0.780710548,0
138,-3.88E+18,Y is it that something tragic has to happen in order to bring America togather instead of great moments of glory doesnt i just dont get it can someone tell mek?,"[3, 3, 1, 1, 5, 1, 1, 1, 5, 5]",0.944251088,1
139,3.46E+18,"Come party with Ardale, Daryl, Derrick, Diego,&  Steven! You won't be disappointed!!! Come one! Come All! No  seriously. We'll be personally insulted & offended if we don't  ...see all you guys come ...out! 201 N Citrus Ave Covina  Location: 3 Vino's! Time:7:00 - 10PM Monday,  August 9th","[7, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.883936662,0
140,-4.02E+17,has just watched Grave of the Fireflies and really needs a hug. It's the most depressing movie I've ever seen. =[,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.86760029,0
141,7.66E+18,"Because I get stoopid, I mean outrageous Stay away from me if you're contagious 'Cause I'm the winner, no, I'm not the loser To be an M.C. is what I choose 'a.... Woooo Rockin and studying school day 3","[5, 9, 1, 1, 1, 1, 1, 0, 0, 0]",0.931744635,1
142,9.09E+17,"Everyone, I would like you to bow to me. I have just completed a 4 page essay in 2 hours! BOO YAH!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.829977588,0
143,-3.40E+18,"why does fbook keep on telling me to add ppl i dont even know but somehow share 40+ friends with?? i dont care!! then when i add them, it doesnt even work and it keeps telling me to do it!!! and its always the SAME names!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.853406989,0
144,-3.08E+18,"got $100 in cash, a $50 ebay gift card, a cute necklace, a charm for my pandora bracelet, ponyo on dvd, $25 to macys, and $10 to barnesandnoble! o, & thanks steph so much 4 the $25 visa gift card!!!","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.91394668,0
145,-1.82E+18,"Has been thinking: 1- get them stoned then they wont want to loot anything, they'll be sad they burned down greggs and 2- this solves the problem with there not being enough uni places for all the applicants, because now these t#@t's wont be allowed to go :D","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.871338887,0
146,-6.79E+18,".We like rodeos and tractor pulls, We ride four-wheelers and shoot guns, We go fishin and huntin, I wouldn't call us tomboys. We're just Country Girls :)","[1, 1, 1, 5, 3, 7, 3, 1, 0, 0]",0.886814642,0
147,-2.40E+18,"Actually made an EPIC MEAL TIME MAC AND CHEESE dish XD.... turned out alright! O_O CREAM CHEESE, LOX, CAPERS, RED ONION.... so manly, transforms the definition of mac and cheese >:D.","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",0.86681178,0
148,6.77E+18,Thank you ma'dam... You always appreciate me...   I want you to know that I am appreciating you too so much.   Can I have your brain? You're very intelligent! But still very humble.   THANK YOU SO MUCH!  You alwAys make me feel good inside...,"[1, 1, 1, 1, 1, 1, 3, 7, 1, 0]",0.822882052,0
149,-5.70E+16,"/Can you feel my heartbeat/"" :D I haven't heard this song is so long... I freaking LOVE this song so much! :D :D /""listen to my heart.beat./""""","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.830794238,0
150,-1.37E+17,"Augh! SO much homework today, I think I'm gonna die. Maybe what I should do is organize it all into categories based on level of importance and subject... I know schoolwork is important, but I mean it's not like we don't have a life we would like to live ouside of school. It's like the teachers get together and go, /Hey","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.899011043,0
151,4.56E+18,I feel like something good is about to happen in the not so distant future. Remember you attract precisely what you think.,"[1, 3, 5, 5, 1, 1, 1, 5, 1, 1]",0.849843333,0
152,-4.51E+18,"I was told by a friend that satire is the worst genre ever. So, I'm thinking about writing a satire! Ideas? I'm thinking . . . high school politics that eventually end in a bloody revolution, where a doomed romance is akin to a war of the gods.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.867652508,0
153,9.03E+18,"Preparing to beg Dad to go with us so I can go to Barnes and Noble. >.< And I mean BEG!  B- Breaking down into tears if need be...  E- Extreme pleading, on knees if need be...  G- Gnawing at his nerves until he concedes if need be...  As you can tell... I. AM. DESPERATE. AND. AM. GOING. THROUGH. WITHDRAWLS!!!!!!!!!!!!!!!!!!!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.856616314,0
154,7.80E+18,"I am an old man and have known a great many troubles, but most of them never happened - Mark Twain","[2, 4, 4, 1, 3, 1, 5, 1, 0, 0]",0.945123785,1
155,6.52E+18,"is everybody in a fowl mood now? I am, teachers are, a lot of people are just in a blah mood. wtf is going on? ugh headache.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.85107388,0
156,-2.48E+18,There is discipline in a soldier,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.827326557,0
157,2.32E+18,top 15 tv shows:  1) Family Guy  2)Mad Men  3)Bored to Death  4)Project Runway  5)True Blood  6) Anderson Cooper 360  7)the Osbournes  8) South Park  9)Daria  10)All That  11) Real Time With Bill Maher  12) the O'Reilly Factor(because I like laughing at Billy Boy)  13) Fringe  14)Tim and Eric  15)the Venture Bros,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.951650378,0
158,5.46E+18,kids can say some crazy shit...we walked to the store and she saw a bird so she went to go chase it and i told her no but by the time i got my sentence out the bird flew away..i thought the bird was hurt by the way it was laying. so i told her sorry thought the bird was hurt. then she says no mommy the bird is not dead..dead means that your dead on the ground,"[3, 1, 1, 5, 1, 1, 3, 1, 1, 5]",0.91286501,0
159,1.31E+17,"Look at your team, then look at mine. LOOK at your team, then look at MINE. 35-3 record, Elite Eight appearance, over 2k wins, 7 national championships, and the best fans in the country. Congrats UK Wildcats on a great season. Bring it, haters!","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",0.905966483,0
160,-8.94E+18,"right I'm off - 5am start tomorrow- going home for long weekend. Everyones stay well or get well, have a great weekend xxx","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.859898736,0
161,8.59E+18,"Asked Thierry bout his change from a bread roll at school, since he took a pound n its only 15p....he said 'i spent it' ........on wot? .........'on a massage'......lol Wtf! A Massage? Bit young to be paying girls for massages xlolx","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.877675389,0
162,8.56E+18,"Soooo... I'm hiding out in the laundry-room bathroom with four dogs and a cat..I've got the internet radio going and I can vaguely hear the tv chattering away about the weather. So far, I hear it's safe, but I'm kind of crowded in here and don't think I want to fight getting the animals in here again if it comes back..","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.960091317,1
163,-1.77E+18,Who's birthday is in 3 days? Mine! And who's more excited about getting their Stratocaster on Saturday than their actual birthday? Me!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.842788334,0
164,-7.69E+18,Angry that Everyone is hating on Obama..he is a good president and thats that! We have 2 have another Major debate about that tomorrow! Lunch maybe? Hahaha... Well If u disagree go ahead and comment but be warned...My debates last until u give up! :D Had a great day..but still have HW! X_X,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.919448455,0
165,-1.35E+18,"It amazes me when a young lady open their mouths to sing and their voice is so big. Like Jennette McCurdy (Sam from iCarly) I got chills when I listened to her cover of /So far away/"" by Carole King","[1, 3, 3, 1, 1, 0, 0, 0, 0, 0]",0.865769854,0
166,5.58E+18,"The Direct TV guy is coming in an hour and a half to kill my family and I. I mean, to set up our direct TV of course! lol","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.905398438,0
167,-1.85E+18,I was just listening to the radio and a song came on... After a while I went 'This guys voice sounds like Matt Bellamy' and a minute later I heard these lyrics in it that I thought I remembered. And it WAS Muse.... I feel smart. {For all you people who do not understand... Matt Bellamy is the singert of Muse.},"[1, 1, 1, 1, 1, 1, 1, 3, 0, 0]",0.912857725,0
168,1.55E+18,"Please take me by the hand, it's so cold out tonight. I'll put blankets on the bed, I won't turn out the light. Just don't forget to think about me, and I won't forget you.","[1, 5, 5, 9, 5, 1, 1, 3, 1, 0]",0.984724231,1
169,-5.55E+18,"Gary Numan isn't going to be releasing a new album for a while & neither will Nine Inch Nails. However, Trent Reznor & Gary Numan are going to team up to make music. Awesome.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.864657894,0
170,-1.99E+18,"From Lady Gaga's Bad Romance: /I want your psycho; Your vertigo stick; Want you in my rear window; Baby youÌ¢‰ÛåÂÌÄ‰ÛÊre sick/"" Alfred Hitchcock references ANYONE? :DDDD""","[5, 1, 1, 0, 0, 0, 0, 0, 0, 0]",0.932406193,1
171,1.34E+18,"Like my status, and I'll write you a letter.  Dear______,You have a cute___. You make me_________. You should  be_________. You & Me should___________. I'd get your name tattooed  on my ______. You are ____________. Love, __________. (: lol.","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",0.565632348,0
172,-3.90E+18,"SHIT i have school tomorrow... SHIT, its tomorrow already... CRAP i have to wake up soon... .... .... Oh, hey i'm a senior... Fuck i need to college crap...","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.860963438,0
173,2.56E+18,"is happy, gas meter fixed... took literally 2 minutes to do after a 3 day wait :// had a gorgeous shower and is toastie warm :D","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.845013313,0
174,-8.42E+18,"And meeting with a woman who mercy-killed her son then slagging her off behind her back that she got away with it. She gives Christians a bad name. Bet if her and George Bush were fuck buddies and had an offspring, it'd be the 3rd antichrist that Nostradamus is meant to have predicted.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.903922029,0
175,-1.43E+18,"From the comments on a Lifehacker article about Android phone annoyances: /My biggest problem is that it lets people call me and interrupt my game of Angry Birds. If I'd wanted a phone I wouldn't have bought a small computer./""""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.917329938,0
176,-8.92E+18,"Well done Brazil!!!!!!!  2mmorow all players r going to a sPa... then on holydays to a paradisiacal island with their pockets full of money ... nice company... while fans are sad...doing stupid things...some even cry.  people, think... leave all these bad feelings to them and lets enjoy life xD","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.846158909,0
177,3.47E+17,"I'm sick of dealing with insecure people who can only say mean things & then attempt to hide their intent with, /I'm only joking./"" If you can't say anything nice","[5, 5, 3, 5, 0, 0, 0, 0, 0, 0]",0.892211148,0
178,8.21E+18,"What would your liqour do? If it could, it would probably drink you too :P  >>happy cinco de mayo people<< A divertirse los k beban","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",0.83474385,0
179,2.50E+18,"And all the things I wish I had not said, Are played on loop til it's madness in my head. Is it too late to remind you how we were? But not our last days of silence, Screaming, blur. Most of what I remember makes me sure, I should have stopped you from walking out the door. You could be happy, I hope you are. You made me happier than I'd been by far.","[9, 3, 5, 3, 5, 9, 1, 1, 1, 0]",0.973258136,1
180,-5.06E+17,"feeling inert as old wood, called a jerk, not feeling much in the way of companionship. Trashed or trashing? Guilty or guilting? Going to sleep.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.808655092,0
181,-5.53E+18,Met up with Vitico and Yeslenny the day wad pretty cool... I've also been listening to Nirvana most of the day and I know who to blame :),"[5, 3, 1, 1, 0, 0, 0, 0, 0, 0]",0.876034901,0
182,-6.16E+17,Cole Haan  Ontario Mills  75% off entire store  High heels with Nike Air insoles built in  $171 shoes = $47  AWESOME!!!,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.910402648,0
183,-2.25E+18,"Ate Tene Delacruz, I listed you as my mother because you're right, they're all b*tches and wh*ores and you're like a mother when you told what I should do and that the CTF and TAFW family is at my back.Thanks :)","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0.741605644,0
184,6.32E+17,trying my best to record sme chinese hw report thing but a certain SMEBODY in the living room keeps laughing off her head causing the whole recording to go HORRENDOUS!!!!!!!! i feel like slapping her...seRiously....i finally managed to save it perfectly b4 laughs eruptted to my mic! SHEESH,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.881758896,0
185,-7.83E+18,"just made the best salad EVER: grilled veggie chicken, green leafys, sweet onion, purple cabbage, orange pepper, oil & vinegar + dried soynuts, dried cranberries, and a sprinkle of feta cheese mmmm!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.947670283,0
186,1.11E+18,"knew in the knews? IVE GOT NEW HAIR. well not neww hair but a new hair style. The wedding was a lot better than i expected, escpecially dance with Emily Halsall.","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",0.928993866,0
187,1.60E+18,"Was going to post some smart arse comment about the Alice but I just don't have it in me. I don't mind the old town really. I could live here again. Got fond memories of the place, 3am at Bow's, closing time at the Todd, getting punched out on my 21st. As long as i don't get stabbed I think I'll enjoy the trip.  Now Katherine.. that's a hole, not looking forward to visiting K-town in a couple of weeks.","[1, 5, 1, 1, 5, 1, 1, 1, 1, 0]",0.956808803,1
188,8.60E+16,I need to make a blog. I know people wouldn't read it but it would help me organize my thoughts when i'm bored.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.812482381,0
189,-5.81E+18,"Now I've heard there was a secert chord,  David played and it pleased the Lord. But you don't really care to  music, do you? Well it gose like this, the fourth, the fifth, the minor  fall, the major lift. The baffled king composing Hallelujah. Hallelujah. Hallelujah. Hallelujah. Hallelujah.","[5, 5, 1, 1, 1, 3, 5, 1, 0, 0]",0.966290894,1
190,1.26E+18,"...No cell phones, just 20 thousand light, swaying on a Saturday night, alright...Hey there sing me a song, when we were everything. We were more than just a slice of American Pie.","[9, 5, 9, 3, 3, 7, 4, 5, 9, 0]",0.954691806,1
191,-2.79E+18,"Who knew research could be interesting? I'm actually enjoying this project, even if it is going to take forever to finish.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.891683339,0
192,5.32E+18,"- You can wake the dreamer out of the the  dream, but it'll be a cold day in hell before you take the dream out of  the dreamer.","[1, 1, 3, 1, 1, 5, 1, 1, 1, 1]",0.898881902,0
193,4.64E+18,"For everyone learning (or who already knows how) to drive: always, always, always INDICATE when you're making a turn. Or, if you forget, don't then have the gall to honk at the cyclist you run into turning left.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.890400429,0
194,-8.73E+18,"is officially done with the apartment..while there are boxes here screaming for attention, I'm taking solace in that fact right now :) What a long year it's been..","[1, 1, 1, 1, 3, 1, 1, 1, 1, 1]",0.88712957,0
195,-2.90E+17,I love my daughter... She is such a good girl. Keeping her in the room with us tonight after I had a nervous breakdown lastnight cuz I felt bad sending her to the nursery. I think we'll all sleep better with her closer to mommy.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.87062919,0
196,8.66E+18,"so I'm only halfway done with my paper, but I'm already starting page 3...I have a feeling that this is going to be about 10 pages long. -_-","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0.812165009,0
197,-7.50E+18,The haunted house was pretty good. We went to the one at Wattsburg Rd and Norcross. Jess and I were screaming our heads off and the guys were only spooked a couple times. It was a great night with friends and thats what makes it best! <3 =),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.871624911,0
198,-4.11E+18,Im so tired and depressed. Stephens birthday this coming Wednesday. He would be 25. I miss him so much and I cant help wondering what hed be doing with his life if he were still with us. Its really sad.....,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.901539092,0
199,6.83E+18,"When I see you smile and know that it is not for me, that is when I will miss you the most.  ~Unknown~","[1, 3, 3, 1, 5, 3, 3, 3, 0, 0]",0.88694636,1
